MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),AMOUNT IN DAS FOR IMPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR EXPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR GUARANTEES OF COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR RETURN OF GUARANTEES OF COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR ENERGY OFFERS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),AMOUNT IN DAS FOR LOAD DECLARATIONS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),LOSSES OND OTHER (€),TOTAL (€)
201101,9,1/1/2011,1,5423.724136,500,150,-627.2736814,0,0,0,0,0,0,0,-3534.599246,443.9538776,1147.963157,-2569.955892
201101,9,1/1/2011,2,5053.666907,484,120,-627.2573798,0,0,0,0,0,0,0,-1519.70105,243.2647668,567.385987,-1336.307676
201101,9,1/1/2011,3,4931.319126,545,190,-627.565731,0,0,0,0,0,0,0,-2314.167254,84.35875765,853.3041408,-2004.070087
201101,9,1/1/2011,4,4611.75901,545,162,-630.0627823,0,0,0,0,0,0,0,-3137.520454,92.28234258,831.931556,-2843.369338
201101,9,1/1/2011,5,4351.306475,541,103,-626.1960409,0,0,0,0,0,0,0,-5407.784555,4.668671269,1132.169917,-4897.142008
201101,9,1/1/2011,6,4206.686097,546,106,-619.0527136,0,0,0,0,0,0,0,-6102.881902,-204.797928,1403.726023,-5523.006521
201101,9,1/1/2011,7,4195.521605,545,107,-617.3259206,0,0,0,0,0,0,0,-6342.616108,-107.956005,1538.287249,-5529.610785
201101,9,1/1/2011,8,4164.942639,525,112,-579.0772456,0,0,0,0,0,0,0,-12231.28412,850.5257713,1762.94497,-10196.89063
201101,9,1/1/2011,9,4254.901954,505,70,-595.3138848,0,0,0,0,0,0,0,-10335.62831,1012.915962,1776.547507,-8141.478725
201101,9,1/1/2011,10,4681.107805,505,107,-624.3256981,0,0,0,0,0,0,0,-4670.707578,1211.228608,1443.058711,-2640.745957
201101,9,1/1/2011,11,5182.794946,495,97,-636.219672,0,0,0,0,0,0,0,-2090.016586,1214.838954,1957.57193,446.1746269
201101,9,1/1/2011,12,5607.992174,500,100,-633.2544768,0,0,0,0,0,0,0,-4323.268211,1093.690344,1936.357608,-1926.474736
201101,9,1/1/2011,13,5721.748348,500,100,-395.593,971.001,0,0,0,0,0,0,-4969.776196,158.6452451,1760.525014,-2475.197937
201101,9,1/1/2011,14,5421.483505,500,100,-399.949,981.693,0,0,0,0,0,0,-3158.760701,727.8963987,1808.998739,-40.121564
201101,9,1/1/2011,15,4853.746594,505,102,-636.3431216,0,0,0,0,0,0,0,-5335.793095,3486.33388,1392.021547,-1093.780789
201101,9,1/1/2011,16,4776.483326,505,102,-645.0445985,0,0,0,0,0,0,0,-371.2016444,934.2696441,1248.770876,1166.794277
201101,9,1/1/2011,17,5060.338675,515,112,-648.1023898,0,0,0,0,0,0,0,-989.8205999,848.4380875,1242.780815,453.2959125
201101,9,1/1/2011,18,5476.001511,500,105,-645.0973677,0,0,0,0,0,0,0,-3088.412899,2093.642991,1673.842526,33.97524992
201101,9,1/1/2011,19,5938.292522,500,105,-646.7181346,0,0,0,0,0,0,0,-2163.179757,4101.176156,1797.396019,3088.674284
201101,9,1/1/2011,20,6035.21227,500,105,-633.2818087,0,0,0,0,0,0,0,-4416.867031,1470.355654,1796.707805,-1783.085381
201101,9,1/1/2011,21,6024.683074,500,105,-634.9277078,0,0,0,0,0,0,0,-2152.26977,1521.736498,1768.798589,503.337609
201101,9,1/1/2011,22,5843.121662,500,155,-633.3668544,0,0,0,0,0,0,0,-1853.415461,1583.390357,1382.187893,478.7959352
201101,9,1/1/2011,23,5505.402175,500,155,-630.2775908,0,0,0,0,0,0,0,-4087.736655,1181.6831,1578.508349,-1957.822797
201101,9,1/1/2011,24,5415.49927,510,150,-630.4268133,0,0,0,0,0,0,0,-2763.851316,-333.112538,1242.373746,-2485.016922
201101,9,1/1/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/2/2011,1,5048.293203,500,143,-630.48876,0,0,0,0,0,0,0,-2021.92647,-39.58824435,1105.823056,-1586.180418
201101,9,1/2/2011,2,4631.959269,520,100,-633.1385554,0,0,0,0,0,0,0,173.0236175,-725.9598034,1381.101143,195.0264016
201101,9,1/2/2011,3,4593.017311,520,100,-633.1203073,0,0,0,0,0,0,0,1.004802114,-378.687835,1232.805986,222.0026455
201101,9,1/2/2011,4,4401.474448,520,100,-627.0984599,0,0,0,0,0,0,0,-2379.416769,0.039598629,1413.997937,-1592.477694
201101,9,1/2/2011,5,4186.797913,516,96,-623.0036592,0,0,0,0,0,0,0,-6007.601052,1068.129513,1788.062432,-3774.412767
201101,9,1/2/2011,6,4132.784111,526,106,-620.012499,0,0,0,0,0,0,0,-6922.398258,5393.519736,1586.651533,-562.2394877
201101,9,1/2/2011,7,4200.481639,530,110,-620.012499,0,0,0,0,0,0,0,-7155.805442,4296.136823,1703.361628,-1776.319489
201101,9,1/2/2011,8,4192.94903,520,100,-617.1060058,0,0,0,0,0,0,0,-8458.252419,2392.202436,1518.839695,-5164.316293
201101,9,1/2/2011,9,4333.002841,500,95,-619.3668096,0,0,0,0,0,0,0,-4826.216535,756.011697,1389.107736,-3300.463911
201101,9,1/2/2011,10,4762.891189,500,95,-633.1721871,0,0,0,0,0,0,0,-2407.740237,203.9179368,1349.391625,-1487.602863
201101,9,1/2/2011,11,5294.685881,500,95,-635.123016,0,0,0,0,0,0,0,-1728.235088,41.05244153,2035.115001,-287.1906613
201101,9,1/2/2011,12,5756.700448,500,95,-645.176893,0,0,0,0,0,0,0,64.22961806,250.5798524,2522.385501,2192.018079
201101,9,1/2/2011,13,6075.517238,500,95,-399.938,981.666,0,0,0,0,0,0,2020.971677,600.9307772,4081.081533,7284.711987
201101,9,1/2/2011,14,6019.624347,500,95,-399.971,981.747,0,0,0,0,0,0,6469.699704,2134.137162,5932.517336,15118.1302
201101,9,1/2/2011,15,5553.527303,500,95,-633.3423982,0,0,0,0,0,0,0,-7538.87249,4182.465818,4048.319582,58.57051174
201101,9,1/2/2011,16,5458.717924,500,95,-633.354216,0,0,0,0,0,0,0,2324.555375,9.275513884,4230.006699,5930.483372
201101,9,1/2/2011,17,5729.291097,500,95,-635.014798,0,0,0,0,0,0,0,4313.865541,958.769634,3480.89302,8118.513397
201101,9,1/2/2011,18,6009.464271,500,95,-636.3707514,0,0,0,0,0,0,0,5178.873144,861.3084179,3458.481132,8862.291943
201101,9,1/2/2011,19,6361.54419,500,95,-645.3282773,0,0,0,0,0,0,0,-3142.326247,209.2112445,1851.401677,-1727.041603
201101,9,1/2/2011,20,6450.039484,500,95,-648.2310874,0,0,0,0,0,0,0,3821.223207,289.1920154,3491.357207,6953.541342
201101,9,1/2/2011,21,6403.538859,500,95,-643.2542592,0,0,0,0,0,0,0,-2639.727052,284.2948659,2432.814659,-565.8717863
201101,9,1/2/2011,22,6197.909344,500,95,-643.2413414,0,0,0,0,0,0,0,-5050.498599,692.539171,3434.381726,-1566.819043
201101,9,1/2/2011,23,5823.197519,500,95,-636.4695053,0,0,0,0,0,0,0,-1694.34642,908.3978858,3119.349044,1696.931005
201101,9,1/2/2011,24,5643.5698,500,95,-634.91594,0,0,0,0,0,0,0,-1740.129435,310.3650345,2715.062335,650.3819943
201101,9,1/2/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/3/2011,1,5104.403435,500,95,-657.7531298,0,0,0,0,0,0,0,9353.522277,-116.1021711,2727.529364,11307.19634
201101,9,1/3/2011,2,4655.034854,500,95,-646.1423296,0,0,0,0,0,0,0,-2720.427194,2170.797951,1954.963112,759.1915395
201101,9,1/3/2011,3,4612.260843,500,95,-644.3901755,0,0,0,0,0,0,0,-1517.725369,95.49342067,2036.006722,-30.61540256
201101,9,1/3/2011,4,4434.64445,500,95,-634.0077732,0,0,0,0,0,0,0,-3689.246972,3088.380909,2291.962482,1057.088645
201101,9,1/3/2011,5,4283.227786,500,95,-629.3785615,0,0,0,0,0,0,0,-3607.348188,4780.077298,2131.990415,2675.340963
201101,9,1/3/2011,6,4271.995938,500,95,-629.3593262,0,0,0,0,0,0,0,-3696.533671,-358.2340848,2133.446095,-2550.680987
201101,9,1/3/2011,7,4613.075411,500,95,-644.5113286,0,0,0,0,0,0,0,-3009.108838,34.68348793,1684.667592,-1934.269086
201101,9,1/3/2011,8,5087.75554,500,115,-296.952,816.618,0,0,0,0,0,0,-2110.374461,5.243927053,1522.225581,-63.23895365
201101,9,1/3/2011,9,5619.822432,511,105,-690.514,1694.898,0,0,0,0,0,0,7394.749734,129.2593541,2557.335634,11085.72872
201101,9,1/3/2011,10,6242.268445,481,105,-700.04,1718.28,0,0,0,0,0,0,12584.61744,281.5080378,3171.775167,17056.14064
201101,9,1/3/2011,11,6573.072694,487,112,-631.792,1737.428,0,0,0,0,0,0,10725.22371,-2767.093099,3308.333284,12372.0999
201101,9,1/3/2011,12,6800.596184,457,92,-583.952,1605.868,0,0,0,0,0,0,10063.78191,-7639.756446,4217.883481,7663.824944
201101,9,1/3/2011,13,6956.751091,487,122,-758.615,1862.055,0,0,0,0,0,0,11066.82239,-6731.959471,4567.747123,10006.05005
201101,9,1/3/2011,14,6953.544297,555,160,-552.736,1520.024,0,0,0,0,0,0,10335.26686,-7038.139923,4470.637495,8735.052429
201101,9,1/3/2011,15,6614.844567,490,95,-509.552,1401.268,0,0,0,0,0,0,10405.53508,648.5719414,3345.771077,15291.5941
201101,9,1/3/2011,16,6480.052662,485,90,-507.12,1394.58,0,0,0,0,0,0,9422.902963,969.3513543,3337.994916,14617.70923
201101,9,1/3/2011,17,6558.712455,535,140,-502.976,1383.184,0,0,0,0,0,0,9174.540758,2505.1394,2623.471075,15183.35923
201101,9,1/3/2011,18,6859.548985,556,161,-523.152,1438.668,0,0,0,0,0,0,9314.469206,698.4360534,2282.51951,13210.94077
201101,9,1/3/2011,19,7195.230848,536,141,-761.959,1870.263,0,0,0,0,0,0,6410.156185,1014.937016,2441.48988,10974.88708
201101,9,1/3/2011,20,7145.386989,556,161,-760.661,1867.077,0,0,0,0,0,0,4582.268286,922.934244,2040.440942,8652.059471
201101,9,1/3/2011,21,7060.271246,556,161,-760.21,1865.97,0,0,0,0,0,0,5334.820743,950.0034828,1797.283283,9187.867509
201101,9,1/3/2011,22,6700.645791,556,161,-502.824,1382.766,0,0,0,0,0,0,6451.154435,492.9277422,1502.864575,9326.888752
201101,9,1/3/2011,23,6185.22115,496,101,-317.952,874.368,0,0,0,0,0,0,10908.16754,945.8674054,833.9585698,13244.40952
201101,9,1/3/2011,24,5861.380967,536,111,-668.4955039,0,0,0,0,0,0,0,6413.670778,660.5603179,1587.211815,7992.947407
201101,9,1/3/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/4/2011,1,5309.892001,528,103,-648.282888,0,0,0,0,0,0,0,-337.6913936,162.5986557,1278.709228,455.3336024
201101,9,1/4/2011,2,4849.940564,537,110,-627.4830326,0,0,0,0,0,0,0,-3140.503428,746.6764605,1190.537095,-1830.772905
201101,9,1/4/2011,3,4832.221167,532,110,-627.4823466,0,0,0,0,0,0,0,-667.9284022,171.5184048,963.0030703,-160.8892738
201101,9,1/4/2011,4,4687.810933,534,95,-619.8761765,0,0,0,0,0,0,0,-3021.096376,180.6276008,1157.296255,-2303.048697
201101,9,1/4/2011,5,4538.294304,537,110,-609.542149,0,0,0,0,0,0,0,-7548.632213,226.6935524,1446.733473,-6484.747337
201101,9,1/4/2011,6,4577.145546,537,110,-618.2025729,0,0,0,0,0,0,0,-7904.950452,41.49507529,1434.428881,-7047.229069
201101,9,1/4/2011,7,4932.999738,530,110,-632.6334796,0,0,0,0,0,0,0,-3052.40018,474.5784734,744.2927604,-2466.162426
201101,9,1/4/2011,8,5485.94961,536,120,-295.76,813.34,0,0,0,0,0,0,-636.9088274,160.484079,1274.842894,1315.998145
201101,9,1/4/2011,9,6084.073885,537,92,-415.767,1020.519,0,0,0,0,0,0,-1255.893868,510.38643,1167.669466,1026.914027
201101,9,1/4/2011,10,6857.430463,587,77,-409.189,1004.373,0,0,0,0,0,0,3549.639022,1346.352156,3802.518967,9293.694146
201101,9,1/4/2011,11,7242.787999,588,78,-297.776,818.884,0,0,0,0,0,0,-4631.7898,1978.089598,2861.615138,729.0229352
201101,9,1/4/2011,12,7393.674069,600,90,-303.728,835.252,0,0,0,0,0,0,6785.479192,-347.5142484,2537.714344,9507.203288
201101,9,1/4/2011,13,7467.116279,600,90,-423.346,1039.122,0,0,0,0,0,0,5576.475354,1036.225328,2780.61485,10009.09153
201101,9,1/4/2011,14,7421.802359,570,60,-496.56,1365.54,0,0,0,0,0,0,6079.650349,1669.204265,2020.428209,10638.26282
201101,9,1/4/2011,15,6925.996427,600,90,-495.84,1363.56,0,0,0,0,0,0,5733.959649,975.4266676,3082.265137,10659.37145
201101,9,1/4/2011,16,6767.760643,585,76,-516.4,1420.1,0,0,0,0,0,0,3184.02817,1808.440157,2446.783208,8342.951535
201101,9,1/4/2011,17,6969.592868,595,85,-515.92,1418.78,0,0,0,0,0,0,3850.433753,1801.799569,2771.173309,9326.266631
201101,9,1/4/2011,18,7508.85756,495,50,-553.152,1521.168,0,0,0,0,0,0,5411.049472,1404.901809,3074.45928,10858.42656
201101,9,1/4/2011,19,7898.754401,510,65,-902,2214,0,0,0,0,0,0,1834.70227,-2148.989452,2952.429882,3950.1427
201101,9,1/4/2011,20,7877.916295,526,65,-761.343,1868.751,0,0,0,0,0,0,1987.555589,1641.830506,2795.519056,7532.31315
201101,9,1/4/2011,21,7760.691153,500,65,-760.958,1867.806,0,0,0,0,0,0,5078.432836,1406.636321,3584.244748,11176.1619
201101,9,1/4/2011,22,7150.735547,485,65,-552.408,1519.122,0,0,0,0,0,0,4422.442588,1534.928475,2270.09971,9194.184772
201101,9,1/4/2011,23,6510.527072,510,85,-302.312,831.358,0,0,0,0,0,0,10918.10003,2147.608315,2570.004545,16164.75889
201101,9,1/4/2011,24,6133.234904,593,92,-653.9306837,0,0,0,0,0,0,0,1910.438275,1438.463948,2196.39578,4891.36732
201101,9,1/4/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/5/2011,1,5540.725803,542,80,-646.8566354,0,0,0,0,0,0,0,-3438.711449,642.0493667,1595.856276,-1847.662442
201101,9,1/5/2011,2,5119.577859,500,45,-624.6804728,0,0,0,0,0,0,0,-6769.544634,1865.531097,2158.914307,-3369.779703
201101,9,1/5/2011,3,5125.820421,499,29,-624.6804728,0,0,0,0,0,0,0,-5909.783162,360.484443,1937.795896,-4236.183295
201101,9,1/5/2011,4,4937.379106,500,29,-618.6226722,0,0,0,0,0,0,0,-8419.034027,1200.086071,1815.484842,-6022.085786
201101,9,1/5/2011,5,4801.65871,500,55,-608.5624481,0,0,0,0,0,0,0,-8020.418991,2030.776486,1751.490288,-4846.714665
201101,9,1/5/2011,6,4835.938904,470,36,-608.4981243,0,0,0,0,0,0,0,-7461.427949,764.1690158,1728.925214,-5576.831843
201101,9,1/5/2011,7,5196.663848,475,25,-627.2366371,0,0,0,0,0,0,0,-6086.536585,166.4282288,1891.094492,-4656.250501
201101,9,1/5/2011,8,5796.469681,500,57,-292.92,805.53,0,0,0,0,0,0,-3998.224147,55.29077902,1916.398579,-1513.924788
201101,9,1/5/2011,9,6297.6817,500,75,-423.687,1039.959,0,0,0,0,0,0,4067.199146,776.0465635,2903.142283,8362.659992
201101,9,1/5/2011,10,6988.258826,505,75,-691.966,1698.462,0,0,0,0,0,0,2013.995478,1275.734585,3256.457787,7552.68385
201101,9,1/5/2011,11,7187.571639,505,75,-503.224,1383.866,0,0,0,0,0,0,3209.228392,1193.622299,2907.641245,8191.133936
201101,9,1/5/2011,12,7274.440255,495,75,-551.752,1517.318,0,0,0,0,0,0,55.30136414,307.9365496,3209.749338,4538.553252
201101,9,1/5/2011,13,7298.382008,505,90,-759.792,1864.944,0,0,0,0,0,0,8137.174787,-30651.40775,1790.414803,-19618.66616
201101,9,1/5/2011,14,7230.705065,495,40,-502.832,1382.788,0,0,0,0,0,0,13967.18071,-30102.96612,1973.124078,-13282.70533
201101,9,1/5/2011,15,6896.01157,490,45,-503.352,1384.218,0,0,0,0,0,0,-5775.372514,-18147.32618,1457.746182,-21584.08651
201101,9,1/5/2011,16,6730.710404,490,45,-502.992,1383.228,0,0,0,0,0,0,-2899.605715,-17806.68661,1380.88835,-18445.16797
201101,9,1/5/2011,17,6972.668373,490,45,-503.328,1384.152,0,0,0,0,0,0,-5093.3472,-17021.25074,1335.427274,-19898.34666
201101,9,1/5/2011,18,7395.871418,460,40,-502.76,1382.59,0,0,0,0,0,0,17161.01332,-25347.36368,1451.850595,-5854.669761
201101,9,1/5/2011,19,7760.596956,505,60,-762.949,1872.693,0,0,0,0,0,0,21077.9294,-31604.90106,1627.46063,-7789.767029
201101,9,1/5/2011,20,7725.17467,494,80,-761.662,1869.534,0,0,0,0,0,0,14463.58526,-10046.5036,1721.155329,7246.108989
201101,9,1/5/2011,21,7629.874053,454,40,-760.771,1867.347,0,0,0,0,0,0,7449.387465,1601.796531,2989.775241,13147.53524
201101,9,1/5/2011,22,7170.919875,475,40,-480.32,1320.88,0,0,0,0,0,0,9038.779169,1483.792965,2783.204479,14146.33661
201101,9,1/5/2011,23,6560.824909,490,50,-303.368,834.262,0,0,0,0,0,0,5949.133327,3808.541222,2882.890337,13171.45889
201101,9,1/5/2011,24,6147.791939,500,56,-653.7440246,0,0,0,0,0,0,0,16.33710458,3764.796691,2543.377041,5670.766812
201101,9,1/5/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/6/2011,1,5710.76239,500,45,-428.3761673,256.305,0,0,0,0,0,0,-936.1231959,-83.80769074,1897.985978,705.9839236
201101,9,1/6/2011,2,5215.928319,500,65,-1402.91121,0,0,0,0,0,0,0,-2765.870048,38.04727198,1862.829954,-2267.904032
201101,9,1/6/2011,3,5211.907775,500,45,-1402.923957,0,0,0,0,0,0,0,-3407.121816,-315.2081493,1980.644772,-3144.609149
201101,9,1/6/2011,4,4972.43761,500,45,-1395.617764,0,0,0,0,0,0,0,-1991.038041,-151.843718,1822.235644,-1716.263879
201101,9,1/6/2011,5,4718.125827,500,45,-1382.592977,0,0,0,0,0,0,0,-5709.028676,-67.43188633,1596.675687,-5562.377852
201101,9,1/6/2011,6,4659.944261,500,75,-1377.115053,0,0,0,0,0,0,0,-5145.562665,-215.9723566,1833.933595,-4904.71648
201101,9,1/6/2011,7,4716.189035,445,45,-1377.134758,0,0,0,0,0,0,0,-4994.080944,327.558708,1773.880981,-4269.776013
201101,9,1/6/2011,8,4828.822719,466,50,-355.91,1316.867,0,0,0,0,0,0,-5577.734918,52.30483656,1932.614016,-2631.859065
201101,9,1/6/2011,9,5062.908176,500,95,-755.244,1582.416,0,0,0,0,0,0,-3957.129132,-218.2989331,1593.649562,-1754.606503
201101,9,1/6/2011,10,5372.391574,500,75,-768.033,1609.212,0,0,0,0,0,0,-2852.806957,282.7272031,1862.86935,133.9685962
201101,9,1/6/2011,11,5624.198604,500,66,-366.15,1354.755,0,0,0,0,0,0,-3300.527596,448.236205,2030.601958,166.9155666
201101,9,1/6/2011,12,6099.574593,500,65,-366.16,1354.792,0,0,0,0,0,0,-4262.81136,2003.043459,2087.681598,816.5456975
201101,9,1/6/2011,13,6387.163156,500,75,-769.671,1612.644,0,0,0,0,0,0,-3517.557429,2505.466888,1813.982968,1644.865426
201101,9,1/6/2011,14,6197.027854,500,65,-366.34,1355.458,0,0,0,0,0,0,-3309.945315,3456.092061,1984.271867,3119.536614
201101,9,1/6/2011,15,5646.81197,500,65,-365.38,1351.906,0,0,0,0,0,0,-4654.839925,2809.58159,2057.997631,1199.265297
201101,9,1/6/2011,16,5522.184551,500,65,-365.5,1352.35,0,0,0,0,0,0,-3002.180851,692.8722728,1946.46652,624.007942
201101,9,1/6/2011,17,5738.237251,500,65,-365.64,1352.868,0,0,0,0,0,0,-4092.84501,1074.884916,1814.984803,-215.7472909
201101,9,1/6/2011,18,6225.376908,500,72,-365.48,1352.276,0,0,0,0,0,0,-3708.40201,1818.140266,1762.538858,859.0731137
201101,9,1/6/2011,19,6684.473711,500,72,-775.467,1624.788,0,0,0,0,0,0,-3711.957805,573.9251103,2069.331736,-219.3799584
201101,9,1/6/2011,20,6806.907443,500,72,-794.64,1664.96,0,0,0,0,0,0,-1958.39833,935.8303909,1804.29005,1652.042111
201101,9,1/6/2011,21,6785.205021,500,72,-780.213,1634.732,0,0,0,0,0,0,-931.2614475,726.3248589,2000.62664,2650.209051
201101,9,1/6/2011,22,6524.910407,500,70,-366.41,1355.717,0,0,0,0,0,0,-4646.587415,832.2146063,1802.528725,-1022.537084
201101,9,1/6/2011,23,6164.068825,500,75,-366.04,1354.348,0,0,0,0,0,0,-617.203931,623.8593804,1940.148089,2935.111538
201101,9,1/6/2011,24,5927.279092,500,65,-1425.830178,0,0,0,0,0,0,0,-4502.82599,469.1635432,1846.494005,-3612.99862
201101,9,1/6/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/7/2011,1,5394.633865,500,65,-1425.834978,0,0,0,0,0,0,0,-2033.597617,-282.1081031,1853.591435,-1887.949262
201101,9,1/7/2011,2,4904.422748,499,99,-1395.617504,0,0,0,0,0,0,0,-3640.602572,-1750.759226,1774.75992,-5012.219381
201101,9,1/7/2011,3,4929.113247,500,85,-1395.92967,0,0,0,0,0,0,0,-646.9369302,-1188.529347,1766.430761,-1464.965186
201101,9,1/7/2011,4,4766.805212,501,85,-1382.604034,0,0,0,0,0,0,0,-4080.089052,-134.7067016,1696.554351,-3900.845436
201101,9,1/7/2011,5,4601.16135,500,85,-1377.145599,0,0,0,0,0,0,0,-6442.624261,-195.1188163,1809.328481,-6205.560195
201101,9,1/7/2011,6,4635.733556,500,85,-1377.127551,0,0,0,0,0,0,0,-3413.350582,-329.258644,1670.829843,-3448.906934
201101,9,1/7/2011,7,4943.15778,500,85,-1399.828041,0,0,0,0,0,0,0,-6406.314469,-188.7979538,1975.545362,-6019.395102
201101,9,1/7/2011,8,5474.23458,517,108,-384.01,1420.837,0,0,0,0,0,0,-2477.240364,-78.72563095,1971.919639,452.7806445
201101,9,1/7/2011,9,5957.112082,561,156,-1320.48,2766.72,0,0,0,0,0,0,-6562.240952,49.6290911,1845.240152,-3221.13171
201101,9,1/7/2011,10,6574.771314,493,95,-1448.79,3035.56,0,0,0,0,0,0,7849.997741,779.0784437,3453.764587,13669.61077
201101,9,1/7/2011,11,6750.161804,514,115,-690.9,2556.33,0,0,0,0,0,0,3277.287609,3656.741094,2771.058431,11570.51713
201101,9,1/7/2011,12,6801.511673,485,100,-650.76,2407.812,0,0,0,0,0,0,9364.242865,2512.263723,2399.793815,16033.3524
201101,9,1/7/2011,13,6833.733208,485,100,-1343.097,2814.108,0,0,0,0,0,0,11278.6146,1432.708543,2064.360916,16246.69506
201101,9,1/7/2011,14,6786.297348,552,122,-650.74,2407.738,0,0,0,0,0,0,8919.250769,-72.91539277,2182.411578,12785.74495
201101,9,1/7/2011,15,6397.963799,546,116,-628.74,2326.338,0,0,0,0,0,0,-2932.210614,1352.259423,1544.48226,1662.129069
201101,9,1/7/2011,16,6285.023179,547,116,-628.45,2325.265,0,0,0,0,0,0,-2443.774993,606.6232726,1792.564006,1652.227285
201101,9,1/7/2011,17,6476.384577,543,113,-629.01,2327.337,0,0,0,0,0,0,4362.935352,888.8238788,2361.332109,9311.418339
201101,9,1/7/2011,18,7088.455178,594,179,-690.64,2555.368,0,0,0,0,0,0,3983.510762,416.5889902,2705.6572,8970.484952
201101,9,1/7/2011,19,7626.472539,644,229,-1456.728,3052.192,0,0,0,0,0,0,4049.534142,1161.203041,2734.596644,9540.797827
201101,9,1/7/2011,20,7642.165785,645,230,-1456.728,3052.192,0,0,0,0,0,0,14809.75046,1955.30997,3593.18647,21953.7109
201101,9,1/7/2011,21,7405.062096,645,205,-1453.284,3044.976,0,0,0,0,0,0,1374.839176,3481.967426,2630.0365,9078.535102
201101,9,1/7/2011,22,6762.146276,639,214,-690.93,2556.441,0,0,0,0,0,0,4621.13836,745.9671685,2727.10319,9959.719718
201101,9,1/7/2011,23,6189.543963,637,222,-628.78,2326.486,0,0,0,0,0,0,9056.883262,388.2816235,2713.446199,13856.31708
201101,9,1/7/2011,24,5905.445312,655,200,-1549.587851,0,0,0,0,0,0,0,8574.646531,42.509159,2974.422286,10041.99012
201101,9,1/7/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201101,9,1/8/2011,1,5562.339775,640,185,-2447.738045,0,0,0,0,0,0,0,6949.784774,-541.443717,3154.205826,7114.808838
201101,9,1/8/2011,2,5128.128454,500,95,-1417.768294,0,0,0,0,0,0,0,-2845.891397,-356.2757648,2377.793132,-2242.142324
201101,9,1/8/2011,3,5070.625461,500,95,-1417.776666,0,0,0,0,0,0,0,-4020.28306,-746.8582958,2152.359773,-4032.55825
201101,9,1/8/2011,4,4882.380121,500,95,-1395.634517,0,0,0,0,0,0,0,-6529.091792,529.3938557,2056.173573,-5339.15888
201101,9,1/8/2011,5,4712.070999,500,95,-1382.587551,0,0,0,0,0,0,0,-11330.73347,530.4215462,1986.685586,-10196.21389
201101,9,1/8/2011,6,4686.907203,500,95,-1377.093243,0,0,0,0,0,0,0,-4863.080348,-307.0228221,1819.711722,-4727.484691
201101,9,1/8/2011,7,4775.660637,500,95,-1382.592977,0,0,0,0,0,0,0,-5120.715602,-275.4909136,1991.522252,-4787.277241
201101,9,1/8/2011,8,4973.306837,500,72,-358.65,1327.005,0,0,0,0,0,0,-4848.910471,77.06356945,1867.62435,-1935.867551
201101,9,1/8/2011,9,5386.013811,500,100,-779.73,1633.72,0,0,0,0,0,0,435.0540882,-877.0895385,3410.498763,3822.453313
201101,9,1/8/2011,10,5978.053376,475,90,-1318.569,2762.716,0,0,0,0,0,0,3159.239045,712.360942,2735.702525,8051.449513
201101,9,1/8/2011,11,6264.387777,500,115,-628.87,2326.819,0,0,0,0,0,0,3660.595403,1271.425463,2303.667982,8933.637848
201101,9,1/8/2011,12,6415.496289,500,115,-628.58,2325.746,0,0,0,0,0,0,3149.391824,963.3583237,2512.327611,8322.243758
201101,9,1/8/2011,13,6498.31197,500,95,-1378.23,2887.72,0,0,0,0,0,0,2670.788047,1246.884367,2126.353824,7553.516238
201101,9,1/8/2011,14,6417.061461,500,85,-636.99,2356.863,0,0,0,0,0,0,3372.646741,147.2695171,2658.627279,7898.416537
201101,9,1/8/2011,15,6084.177181,500,115,-637.22,2357.714,0,0,0,0,0,0,4738.542169,1180.147535,2136.873429,9776.057133
