MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),AMOUNT IN DAS FOR IMPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR EXPORT CORRESPONDING TO THE ADJUSTING SCHEDULES FOR FLOW DEVIATIONS (€),AMOUNT IN DAS FOR GUARANTEES OF COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR RETURN OF GUARANTEES OF COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),DEVIATION CREDIT OR DEBIT FOR HTSO DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),AMOUNT IN DAS FOR ENERGY OFFERS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),AMOUNT IN DAS FOR LOAD DECLARATIONS CORRESPONDING TO MONTHLY DEVIATIONS ON THE INTERCONNECTIONS (€),ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),LOSSES OND OTHER (€),TOTAL (€)
201102,6,2/27/2011,20,7002.916919,187,17,-610,366,0,6100,0,-6791.5,0,0,2591.227345,1601.145522,973.7552165,4230.628084
201102,6,2/27/2011,21,6975.457368,250,36,-679.17,407.502,0,6791.7,0,-9750.9,0,0,5767.630871,1594.336369,1021.413655,5152.512895
201102,6,2/27/2011,22,6719.509521,250,36,-623.51,374.106,0,0,0,0,0,0,3062.673658,1250.444378,174.746625,4238.46066
201102,6,2/27/2011,23,6198.751058,250,25,-593.5,356.1,0,0,0,0,0,0,4015.674193,847.2017904,401.0056443,5026.481628
201102,6,2/27/2011,24,5838.937717,250,67,-604.76,362.856,0,0,0,0,0,0,3140.383204,612.9305228,518.7049194,4030.114646
201102,6,2/27/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201102,6,2/28/2011,1,5305.202666,250,27,-364.15,218.49,0,0,0,0,0,0,2372.317402,-259.4683731,1544.974144,3512.163173
201102,6,2/28/2011,2,4887.190461,264,45,-357.63,214.578,0,0,0,0,0,0,-1784.182734,1026.228095,961.0056313,59.99899202
201102,6,2/28/2011,3,4939.371574,264,42,-357.64,214.584,0,0,0,0,0,0,1571.613745,-837.9371248,1198.916418,1789.537039
201102,6,2/28/2011,4,4987.166067,264,39,-358.93,215.358,0,0,0,0,0,0,2608.756375,11.23068954,1049.08922,3525.504285
201102,6,2/28/2011,5,4878.192545,245,36,-355.2,213.12,0,0,0,0,0,0,170.7675413,27.1814908,947.541535,1003.410567
201102,6,2/28/2011,6,4979.386555,245,36,-357.1,214.26,0,0,0,0,0,0,1242.602425,-32.00885694,1273.777309,2341.530877
201102,6,2/28/2011,7,5239.556209,264,45,-364.02,218.412,0,0,0,0,0,0,2903.987165,107.2261643,1293.43382,4159.039149
201102,6,2/28/2011,8,5885.99286,276,41,-485.208,121.302,0,0,0,0,0,0,7744.286786,1096.549021,283.147594,8760.077401
201102,6,2/28/2011,9,6540.680339,245,2,-814.152,746.306,0,0,0,0,0,0,3326.657678,1619.685997,-648.2830211,4230.214654
201102,6,2/28/2011,10,7189.404027,262,6,-934.2,856.35,0,0,0,0,0,0,5670.302964,1138.263506,-784.4601809,5946.256289
201102,6,2/28/2011,11,7333.637592,242,7,-855.84,213.96,0,0,0,0,0,0,4641.476654,1054.119094,-157.4268949,4896.288853
201102,6,2/28/2011,12,7388.007941,216,7,-814.776,203.694,0,0,0,0,0,0,2357.606303,1330.887588,-205.8395631,2871.572329
201102,6,2/28/2011,13,7483.82717,216,7,-814.644,746.757,0,0,0,0,0,0,2475.167609,1057.969092,65.93165652,3531.181357
201102,6,2/28/2011,14,7493.810808,216,7,-814.896,203.724,0,0,0,0,0,0,8729.592282,971.5777979,263.3346307,9353.332711
201102,6,2/28/2011,15,7140.731528,236,7,-814.164,203.541,0,0,0,0,0,0,5731.023931,32.03937661,659.4332225,5811.87353
201102,6,2/28/2011,16,6885.716493,216,7,-813.576,203.394,0,0,0,0,0,0,6381.998747,534.1614633,1405.250675,7711.228886
201102,6,2/28/2011,17,6974.143621,236,7,-812.424,203.106,0,0,0,0,0,0,6692.675943,1897.113593,881.4921382,8861.963674
201102,6,2/28/2011,18,6924.097144,216,7,-756.36,189.09,0,0,0,0,0,0,2846.378097,627.4291629,165.5839763,3072.121237
201102,6,2/28/2011,19,7269.120384,242,7,-816.228,748.209,0,0,0,0,0,0,2627.531643,1086.946625,-559.101905,3087.357363
201102,6,2/28/2011,20,7681.83058,250,37,-860.16,788.48,0,0,0,0,0,0,3418.083503,-1759.858432,-109.5072778,1477.037794
201102,6,2/28/2011,21,7630.394621,250,40,-876,803,0,0,0,0,0,0,9641.928075,957.6394658,-67.17458249,10459.39296
201102,6,2/28/2011,22,7115.423346,240,12,-897,224.25,0,0,0,0,0,0,8867.822349,2422.792846,-1.131835518,10616.73336
201102,6,2/28/2011,23,6386.553694,227,12,-812.628,203.157,0,0,0,0,0,0,3974.294256,669.91473,131.4687216,4166.206707
201102,6,2/28/2011,24,5950.039941,264,36,-593.5,356.1,0,0,0,0,0,0,4529.405105,-459.7564875,384.1212653,4216.369883
201102,6,2/28/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/1/2011,1,5352.584424,264,57,-404.3,242.58,0,0,0,0,0,0,3054.55144,-25.95759107,1439.912609,4306.786458
201103,12,3/1/2011,2,5213.248476,250,12,-366.34,219.804,0,0,0,0,0,0,2831.666083,922.0581451,1167.831093,4775.019321
201103,12,3/1/2011,3,5212.86394,250,17,-366.31,219.786,0,0,0,0,0,0,2600.112802,77.96834571,1355.039212,3886.59636
201103,12,3/1/2011,4,5275.448598,250,17,-376.1,225.66,0,0,0,0,0,0,4670.881646,1003.996807,1121.496954,6645.935408
201103,12,3/1/2011,5,5168.87225,250,17,-363.5,218.1,0,0,0,0,0,0,-2177.486353,7.704972322,805.4965125,-1509.684869
201103,12,3/1/2011,6,5261.450731,250,17,-363.6,218.16,0,0,0,0,0,0,-484.0434235,77.98715105,894.3231968,342.8269243
201103,12,3/1/2011,7,5493.838874,250,17,-366.56,219.936,0,0,0,0,0,0,4252.703647,59.55820744,1246.558493,5412.196347
201103,12,3/1/2011,8,6016.554775,250,31,-696.48,174.12,0,0,0,0,0,0,3447.55151,1612.736833,707.4124836,5245.340826
201103,12,3/1/2011,9,6536.413814,224,15,-725.088,664.664,0,0,0,0,0,0,7134.994079,589.1512618,-65.82582199,7597.895519
201103,12,3/1/2011,10,7138.942053,0,0,-726,665.5,0,0,0,0,0,0,3416.95009,1618.271667,-576.1788982,4398.542858
201103,12,3/1/2011,11,7351.515968,0,0,-716.28,179.07,0,0,0,0,0,0,2911.242087,1565.926563,-48.67972983,3891.27892
201103,12,3/1/2011,12,7488.563507,0,0,-725.16,181.29,0,0,0,0,0,0,4351.70609,1649.710737,286.1601905,5743.707018
201103,12,3/1/2011,13,7524.108221,0,0,-725.1,664.675,0,0,0,0,0,0,6171.634287,1953.960845,-71.50766224,7993.66247
201103,12,3/1/2011,14,7461.474168,0,0,-725.724,181.431,0,0,0,0,0,0,5140.237869,1302.177292,-287.539285,5610.582876
201103,12,3/1/2011,15,7071.499951,0,0,-716.52,179.13,0,0,0,0,0,0,2180.990823,1062.795584,707.9233722,3414.31978
201103,12,3/1/2011,16,6941.253352,0,0,-715.92,178.98,0,0,0,0,0,0,3483.914405,2130.239863,208.4373238,5285.651592
201103,12,3/1/2011,17,7065.972607,0,0,-697.2,174.3,0,0,0,0,0,0,4696.414882,1474.503978,659.8263642,6307.845224
201103,12,3/1/2011,18,7083.046101,0,0,-697.8,174.45,0,0,0,0,0,0,1872.409034,1165.563659,8.456668789,2523.079362
201103,12,3/1/2011,19,7499.924416,0,0,-725.772,665.291,0,0,0,0,0,0,2325.224541,1342.89469,-325.1439082,3282.494323
201103,12,3/1/2011,20,7904.484487,0,0,-727.152,666.556,0,0,0,0,0,0,6532.596132,-1920.268184,420.7762343,4972.508182
201103,12,3/1/2011,21,7808.228307,0,0,-725.592,665.126,0,0,0,0,0,0,7489.172519,-3899.808747,426.0574812,3954.955253
201103,12,3/1/2011,22,7100.150216,0,0,-717.24,179.31,0,0,0,0,0,0,2688.011192,1891.235457,-603.9464145,3437.370234
201103,12,3/1/2011,23,6377.10388,0,0,-461.772,115.443,0,0,0,0,0,0,4639.585161,790.3937067,181.9814514,5265.631319
201103,12,3/1/2011,24,5941.820166,0,0,-366.59,219.954,0,0,0,0,0,0,3524.109255,1039.200782,279.4262933,4696.10033
201103,12,3/1/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/2/2011,1,5441.453118,0,0,-365.74,219.444,0,0,0,0,0,0,3523.466795,-44.84017104,1639.097829,4971.428453
201103,12,3/2/2011,2,5402.778041,50,30,-365.64,219.384,0,0,0,0,0,0,2900.017633,-886.0297084,2178.825411,4046.557336
201103,12,3/2/2011,3,5389.759717,50,30,-365.56,219.336,0,0,0,0,0,0,4036.852199,-374.5124776,2648.709032,6164.824753
201103,12,3/2/2011,4,5234.597762,50,30,-363.71,218.226,0,0,0,0,0,0,3505.804697,210.4502366,2010.303075,5581.074009
201103,12,3/2/2011,5,5235.980562,0,0,-354.28,212.568,0,0,0,0,0,0,2306.354911,-558.3887651,2545.431926,4151.686072
201103,12,3/2/2011,6,5340.863862,0,0,-355.98,213.588,0,0,0,0,0,0,4559.344103,-379.1744764,3055.535147,7093.312773
201103,12,3/2/2011,7,5626.382938,50,30,-364.15,218.49,0,0,0,0,0,0,7846.367764,-523.4447501,3670.727135,10847.99015
201103,12,3/2/2011,8,6109.406406,0,0,-659.82,164.955,0,0,0,0,0,0,2441.154845,553.8259087,1857.028097,4357.143851
201103,12,3/2/2011,9,6673.613987,0,0,-725.196,664.763,0,0,0,0,0,0,9356.342234,-2820.297775,1617.709185,8093.320644
201103,12,3/2/2011,10,7414.939265,0,0,-747.396,685.113,0,0,0,0,0,0,10115.45392,-4864.833239,2212.102323,7400.440006
201103,12,3/2/2011,11,7694.251231,0,0,-746.976,186.744,0,0,0,0,0,0,9118.506511,-4295.341537,3785.220212,8048.153186
201103,12,3/2/2011,12,7879.862816,0,0,-746.976,186.744,0,0,0,0,0,0,10524.63234,-3901.530639,4856.105669,10918.97537
201103,12,3/2/2011,13,7941.947816,0,0,-746.976,684.728,0,0,0,0,0,0,12116.69453,687.8556495,3780.689563,16522.99174
201103,12,3/2/2011,14,7875.956663,0,0,-747.72,186.93,0,0,0,0,0,0,9344.703585,-3259.544242,5012.160016,10536.52936
201103,12,3/2/2011,15,7496.349988,0,0,-747.468,186.867,0,0,0,0,0,0,12436.84078,1257.261149,3536.371121,16669.87205
201103,12,3/2/2011,16,7211.86989,0,0,-747,186.75,0,0,0,0,0,0,12655.65842,1456.75352,2675.884881,16228.04682
201103,12,3/2/2011,17,7316.52586,0,0,-747.78,186.945,0,0,0,0,0,0,16567.32984,652.281342,4135.203102,20793.97928
201103,12,3/2/2011,18,7231.404054,0,0,-747,186.75,0,0,0,0,0,0,12657.9124,675.2223441,4624.580738,17397.46548
201103,12,3/2/2011,19,7468.611587,0,0,-752.412,689.711,0,0,0,0,0,0,12349.41397,891.3246372,1723.441663,14901.47927
201103,12,3/2/2011,20,7834.761762,0,0,-749.976,687.478,0,0,0,0,0,0,14710.67767,1347.817842,2074.338607,18070.33612
201103,12,3/2/2011,21,7726.702209,0,0,-747.312,685.036,0,0,0,0,0,0,5663.417583,475.0413424,1648.012651,7724.195576
201103,12,3/2/2011,22,7126.766538,0,0,-745.68,186.42,0,0,0,0,0,0,1833.133735,533.5659999,1429.400472,3236.840208
201103,12,3/2/2011,23,6416.00967,0,0,-725.256,181.314,0,0,0,0,0,0,1706.20613,606.0082444,1995.520245,3763.79262
201103,12,3/2/2011,24,6058.660682,50,30,-367.23,220.338,0,0,0,0,0,0,711.4187377,592.1333991,1702.834503,2859.494639
201103,12,3/2/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/3/2011,1,5743.763176,0,0,0,218.46,0,0,0,0,0,0,4875.581541,-178.6975486,3934.627884,8849.971877
201103,12,3/3/2011,2,5386.618942,170,80,0,73.294,0,0,0,0,0,0,3578.384249,-820.4014254,4939.44193,7770.718753
201103,12,3/3/2011,3,5444.838132,170,80,0,75.3,0,0,0,0,0,0,10481.33883,-962.2542092,7549.712659,17144.09727
201103,12,3/3/2011,4,5344.106215,170,80,0,73.248,0,0,0,0,0,0,5416.572416,-83.08349251,5897.65312,11304.39004
201103,12,3/3/2011,5,5268.103026,90,0,0,71.532,0,0,0,0,0,0,4088.450194,-202.3992615,5459.669046,9417.251978
201103,12,3/3/2011,6,5336.771359,90,0,0,71.56,0,0,0,0,0,0,4400.062171,-686.0199846,5216.346646,9001.948832
201103,12,3/3/2011,7,5627.426264,70,0,0,73.162,0,0,0,0,0,0,10247.20684,-917.8436091,7788.067778,17190.59301
201103,12,3/3/2011,8,6107.356639,0,0,0,110.008,0,0,0,0,0,0,2779.310923,-251.6412716,4958.832929,7596.510581
201103,12,3/3/2011,9,6590.38476,0,0,0,725.328,0,0,0,0,0,0,5000.798811,254.8483684,2736.06563,8717.040809
201103,12,3/3/2011,10,7205.555216,0,0,0,748.128,0,0,0,0,0,0,9712.557587,2136.952676,684.9205237,13282.55879
201103,12,3/3/2011,11,7389.622785,0,0,0,124.944,0,0,0,0,0,0,14371.66811,2225.801813,266.789326,16989.20325
201103,12,3/3/2011,12,7424.09379,0,0,0,124.99,0,0,0,0,0,0,15702.47767,2411.335134,-631.457026,17607.34578
201103,12,3/3/2011,13,7471.601983,0,0,0,750.036,0,0,0,0,0,0,15967.92461,-1477.264155,-1220.874287,14019.82217
201103,12,3/3/2011,14,7411.131409,0,0,0,124.928,0,0,0,0,0,0,13300.90524,465.0139516,-788.3075198,13102.53967
201103,12,3/3/2011,15,7036.450456,0,0,0,121.2,0,0,0,0,0,0,11998.12174,862.5311665,-576.5554469,12405.29746
201103,12,3/3/2011,16,6899.197179,0,0,0,124.416,0,0,0,0,0,0,14644.3346,1014.043629,102.5819346,15885.37616
201103,12,3/3/2011,17,6989.17496,0,0,0,124.63,0,0,0,0,0,0,15387.24154,621.1760738,-1017.884942,15115.16267
201103,12,3/3/2011,18,6982.269976,0,0,0,124.416,0,0,0,0,0,0,13188.40801,629.4992393,-1123.080019,12819.24323
201103,12,3/3/2011,19,7398.825424,0,0,0,749.544,0,0,0,0,0,0,13779.61611,-556.9879123,-1528.282088,12443.89011
201103,12,3/3/2011,20,7838.649555,0,0,0,750.636,0,0,0,0,0,0,13426.44796,23.3888536,-1626.215163,12574.25765
201103,12,3/3/2011,21,7757.857992,0,0,0,750.324,0,0,0,0,0,0,15938.34055,-358.2014425,-1515.377401,14815.08571
201103,12,3/3/2011,22,7119.269767,0,0,0,121.058,0,0,0,0,0,0,13343.84742,933.5078229,-821.923487,13576.48976
201103,12,3/3/2011,23,6407.739713,0,0,0,76.962,0,0,0,0,0,0,7000.364016,2923.327171,-729.1462053,9271.506982
201103,12,3/3/2011,24,6002.1309,0,0,0,73.29,0,0,0,0,0,0,7699.018804,159.3499312,-111.76587,7819.892866
201103,12,3/3/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/4/2011,1,5526.826663,20,0,0,72.518,0,0,0,0,0,0,4436.339282,-918.4990472,1093.262482,4683.620717
201103,12,3/4/2011,2,5422.501888,230,110,0,75.296,0,0,0,0,0,0,4884.81434,-918.0980953,695.4067912,4737.419035
201103,12,3/4/2011,3,5457.095022,210,110,0,73.29,0,0,0,0,0,0,4994.421375,-175.5240034,455.5275389,5347.71491
201103,12,3/4/2011,4,5427.096568,190,110,0,73.096,0,0,0,0,0,0,4827.562096,-160.1156137,688.2580984,5428.80058
201103,12,3/4/2011,5,5290.226142,230,110,0,71.824,0,0,0,0,0,0,6052.184164,-151.7097499,648.9977165,6621.296131
201103,12,3/4/2011,6,5294.587042,230,110,0,72.456,0,0,0,0,0,0,5062.874135,95.56360063,651.4794918,5882.373227
201103,12,3/4/2011,7,5454.424877,230,110,0,75.318,0,0,0,0,0,0,5527.812132,-32.42477637,605.8941499,6176.599505
201103,12,3/4/2011,8,6001.138511,0,0,0,118.142,0,0,0,0,0,0,3184.168519,1084.440695,-191.0722473,4195.678966
201103,12,3/4/2011,9,6425.499452,20,0,0,779.412,0,0,0,0,0,0,4731.257548,482.6101284,-908.8048416,5084.474835
201103,12,3/4/2011,10,6931.189077,20,0,0,803.16,0,0,0,0,0,0,4709.818183,224.712662,-1337.431426,4400.259419
201103,12,3/4/2011,11,7106.826246,20,0,0,130.044,0,0,0,0,0,0,3426.164003,925.6384888,-1221.12108,3260.725412
201103,12,3/4/2011,12,7188.001064,0,0,0,130.08,0,0,0,0,0,0,5117.64462,476.1742648,-1183.543693,4540.355192
201103,12,3/4/2011,13,7260.180619,0,0,0,802.536,0,0,0,0,0,0,3790.954254,610.5154212,-813.2674963,4390.738179
201103,12,3/4/2011,14,7214.167536,0,0,0,133.804,0,0,0,0,0,0,3319.75925,-28.96369193,-1030.913713,2393.685845
201103,12,3/4/2011,15,6881.473141,0,0,0,129.986,0,0,0,0,0,0,3629.596844,274.9871704,-476.5757005,3557.994314
201103,12,3/4/2011,16,6757.722988,0,0,0,129.894,0,0,0,0,0,0,3983.355665,312.6083366,-245.6442812,4180.213721
201103,12,3/4/2011,17,6917.376658,0,0,0,129.936,0,0,0,0,0,0,5854.426509,275.5182708,-81.14935153,6178.731428
201103,12,3/4/2011,18,6924.760255,0,0,0,118.262,0,0,0,0,0,0,6346.531236,1374.588357,-768.2773608,7071.104233
201103,12,3/4/2011,19,7315.331639,0,0,0,780.468,0,0,0,0,0,0,7424.78124,1834.421521,-1730.615802,8309.054959
201103,12,3/4/2011,20,7798.316996,20,0,0,781.992,0,0,0,0,0,0,9027.395828,2300.571721,-1213.02241,10896.93714
201103,12,3/4/2011,21,7654.259195,20,0,0,781.512,0,0,0,0,0,0,9354.60236,1093.139152,-1543.887235,9685.366276
201103,12,3/4/2011,22,6980.093959,0,0,0,130.082,0,0,0,0,0,0,5788.782653,178.1402199,-669.6544684,5427.350405
201103,12,3/4/2011,23,6335.05276,160,75,0,118.268,0,0,0,0,0,0,3656.473039,1039.328302,-733.8152151,4080.254125
201103,12,3/4/2011,24,5916.441081,210,90,0,73.452,0,0,0,0,0,0,3778.448352,939.1526099,-299.9646259,4491.088336
201103,12,3/4/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/5/2011,1,5565.003562,100,0,0,79.458,0,0,0,0,0,0,3589.761278,963.5352879,750.2338091,5382.988375
201103,12,3/5/2011,2,5255.365269,309,229,0,80.846,0,0,0,0,0,0,3071.888964,-98.98678658,1003.917345,4057.665523
201103,12,3/5/2011,3,5270.823328,294,214,0,81,0,0,0,0,0,0,2221.271064,-75.96730756,869.6571298,3095.960886
201103,12,3/5/2011,4,5298.557067,259,179,0,76.874,0,0,0,0,0,0,5702.566976,-454.5250577,1107.585141,6432.50106
201103,12,3/5/2011,5,5240.972538,259,179,0,76.586,0,0,0,0,0,0,5459.683058,-255.2599169,939.9724427,6220.981584
201103,12,3/5/2011,6,5206.355032,259,179,0,72.416,0,0,0,0,0,0,10874.87608,-191.0149885,1225.467785,11981.74488
201103,12,3/5/2011,7,5266.618764,259,179,0,72.708,0,0,0,0,0,0,9393.269602,-174.6379636,726.7952358,10018.13487
201103,12,3/5/2011,8,5500.555343,0,0,0,70.912,0,0,0,0,0,0,-784.8840489,1065.744229,780.1798069,1131.951987
201103,12,3/5/2011,9,5831.248626,0,0,0,440.028,0,0,0,0,0,0,4964.050125,1534.932927,440.8158207,7379.826873
201103,12,3/5/2011,10,6439.925934,0,0,0,660,0,0,0,0,0,0,2552.634452,294.2194578,-347.3345622,3159.519348
201103,12,3/5/2011,11,6801.870904,0,0,0,128.34,0,0,0,0,0,0,3073.463336,1101.227036,-372.0005858,3931.029787
201103,12,3/5/2011,12,7024.565947,0,0,0,129.18,0,0,0,0,0,0,4645.165883,540.4848931,-3.03496903,5311.795807
201103,12,3/5/2011,13,7148.204478,0,0,0,771.48,0,0,0,0,0,0,4975.344977,806.4794115,269.0653738,6822.369762
201103,12,3/5/2011,14,6976.189576,0,0,0,128.34,0,0,0,0,0,0,13499.92135,605.614764,372.9071617,14606.78327
201103,12,3/5/2011,15,6556.815826,0,0,0,128.492,0,0,0,0,0,0,4696.293257,-31.97385512,682.6500906,5475.461493
201103,12,3/5/2011,16,6373.382936,0,0,0,80.812,0,0,0,0,0,0,3058.459239,310.7582051,375.0367072,3825.066151
201103,12,3/5/2011,17,6487.110553,0,0,0,128,0,0,0,0,0,0,4247.449003,772.6720466,-147.3490537,5000.771996
201103,12,3/5/2011,18,6479.886345,0,0,0,128,0,0,0,0,0,0,5448.972991,3274.954601,2.250818877,8854.17841
201103,12,3/5/2011,19,6929.641882,462,60,-834.21,770.04,0,0,0,0,0,0,4265.485683,1014.084648,588.9273319,5804.327663
201103,12,3/5/2011,20,7426.589569,500,72,-835.77,771.48,0,0,0,0,0,0,5237.702506,1382.195493,1277.578674,7833.186673
201103,12,3/5/2011,21,7214.428477,500,52,-769.548,710.352,0,0,0,0,0,0,5426.008195,1058.580127,958.0642054,7383.456528
201103,12,3/5/2011,22,6774.365729,500,52,-295.515,118.206,0,0,0,0,0,0,4681.407368,583.5396509,1603.108375,6690.746393
201103,12,3/5/2011,23,6224.484241,550,52,-295.395,118.158,0,0,0,0,0,0,5398.476402,2458.808766,1407.047494,9087.095663
201103,12,3/5/2011,24,5928.00969,660,130,-177.075,118.05,0,0,0,0,0,0,5602.03409,112.3483475,754.7271347,6410.084573
201103,12,3/5/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/6/2011,1,5442.570952,560,50,-169.314,112.876,0,0,0,0,0,0,12792.71641,-679.8862038,1954.471335,14010.86354
201103,12,3/6/2011,2,5017.808992,525,70,-109.851,73.234,0,0,0,0,0,0,9899.340257,-29.20851906,2056.191002,11889.70574
201103,12,3/6/2011,3,5016.324997,515,60,-112.836,75.224,0,0,0,0,0,0,9303.262814,326.4916974,2600.976762,12193.11927
201103,12,3/6/2011,4,4992.048481,525,70,-109.488,72.992,0,0,0,0,0,0,8670.196808,-192.1795647,2169.660357,10611.1816
201103,12,3/6/2011,5,4954.450932,506,51,-109.236,72.824,0,0,0,0,0,0,9759.241925,-18.34490216,3084.889431,12789.37445
201103,12,3/6/2011,6,4910.6869,490,45,-109.167,72.778,0,0,0,0,0,0,9125.468271,705.9872278,2649.383391,12444.44989
201103,12,3/6/2011,7,4943.551535,515,60,-108.666,72.444,0,0,0,0,0,0,7630.912895,620.4708599,3407.585738,11622.74749
201103,12,3/6/2011,8,5000.381735,489,89,-109.161,72.774,0,0,0,0,0,0,9900.230328,273.1327108,2931.698326,13068.67437
201103,12,3/6/2011,9,4989.558754,460,60,-107.202,71.468,0,0,0,0,0,0,9071.24525,2262.64708,2191.041157,13489.19949
201103,12,3/6/2011,10,5394.253205,500,120,-115.443,76.962,0,0,0,0,0,0,10108.13467,458.4868771,1820.049357,12348.1899
201103,12,3/6/2011,11,5945.86736,485,85,-177.075,118.05,0,0,0,0,0,0,10963.76456,-274.46344,1009.00946,11639.28557
201103,12,3/6/2011,12,6300.365353,510,110,-177.12,118.08,0,0,0,0,0,0,12564.56391,-812.8767324,294.0412009,11986.68838
201103,12,3/6/2011,13,6349.570078,510,110,-767.858,708.792,0,0,0,0,0,0,31219.18115,2639.648389,580.6132946,34380.37684
201103,12,3/6/2011,14,6037.225655,510,140,-767.325,708.3,0,0,0,0,0,0,12702.8447,1268.472191,513.088449,14425.38034
201103,12,3/6/2011,15,5462.578022,510,140,-110.037,73.358,0,0,0,0,0,0,25539.7331,754.7953977,2181.510832,28439.36033
201103,12,3/6/2011,16,5379.609761,500,150,-109.968,73.312,0,0,0,0,0,0,13592.64826,132.45636,1754.466019,15442.91464
201103,12,3/6/2011,17,5570.69184,500,130,-110.037,73.358,0,0,0,0,0,0,22455.62296,109.6532711,1927.274292,24455.87152
201103,12,3/6/2011,18,5574.235914,500,130,-110.037,73.358,0,0,0,0,0,0,22438.72707,1325.751239,2003.846081,25731.64539
201103,12,3/6/2011,19,6017.459862,445,45,-177.075,118.05,0,0,0,0,0,0,26017.91395,1028.060564,953.1017244,27940.05124
201103,12,3/6/2011,20,6602.773678,500,110,-177.411,118.274,0,0,0,0,0,0,30366.49618,2945.867852,1112.843782,34366.07082
201103,12,3/6/2011,21,6608.673003,500,100,-177.315,118.21,0,0,0,0,0,0,14609.72465,1304.713086,625.9037801,16481.23652
201103,12,3/6/2011,22,6391.109449,500,100,-177.42,118.28,0,0,0,0,0,0,15961.02842,856.1180986,378.0815051,17136.08803
201103,12,3/6/2011,23,5898.184338,500,80,-177.084,118.056,0,0,0,0,0,0,12324.01081,805.5003891,1602.693465,14673.17667
201103,12,3/6/2011,24,5678.385432,500,75,-114.981,76.654,0,0,0,0,0,0,17978.88024,228.2573333,2289.563011,20458.37358
201103,12,3/6/2011,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,12,3/7/2011,1,5252.111641,476,61,-178.452,118.968,0,0,0,0,0,0,3808.586246,522.2229923,2620.532072,6891.857311
201103,12,3/7/2011,2,4830.814698,534,194,-176.898,117.932,0,0,0,0,0,0,-1189.023824,1043.407083,1630.355909,1425.773169
201103,12,3/7/2011,3,4878.736443,467,107,-176.898,117.932,0,0,0,0,0,0,-1002.074282,-124.70901,1613.664277,427.9149845
201103,12,3/7/2011,4,4682.848074,440,30,-108.531,72.354,0,0,0,0,0,0,138.8224895,423.8857247,1647.640714,2174.171928
201103,12,3/7/2011,5,4425.979117,449,30,-106.416,70.944,0,0,0,0,0,0,-671.5343499,-217.4532615,1943.4014,1018.941788
201103,12,3/7/2011,6,4357.592766,452,30,-105.411,70.274,0,0,0,0,0,0,139.7384368,55.92390443,1955.654984,2116.180325
201103,12,3/7/2011,7,4355.821713,570,162,-105.405,70.27,0,0,0,0,0,0,-1.622407904,269.7002339,1815.714868,2048.657694
201103,12,3/7/2011,8,4494.249928,510,161,-175.405,70.162,0,0,0,0,0,0,200.444339,373.5474994,1656.267645,2125.016483
201103,12,3/7/2011,9,4963.178544,510,151,-477.451,440.724,0,0,0,0,0,0,624.2949654,282.9265065,1052.930833,1923.425304
201103,12,3/7/2011,10,5666.122958,510,132,-789.49,728.76,0,0,0,0,0,0,7158.183047,1110.804362,1232.725745,9440.983153
201103,12,3/7/2011,11,6109.059712,510,132,-321.85,128.74,0,0,0,0,0,0,5541.408598,655.4084439,608.9381135,6612.645155
201103,12,3/7/2011,12,6304.335398,466,24,-321.35,128.54,0,0,0,0,0,0,6542.370713,1243.851678,544.1975954,8137.609986
201103,12,3/7/2011,13,6257.033847,500,86,-789.49,728.76,0,0,0,0,0,0,25518.48388,1842.982019,820.2648845,28121.00079
201103,12,3/7/2011,14,5964.490109,510,105,-202.045,80.818,0,0,0,0,0,0,16078.56853,1071.518701,1919.899155,18948.75938
201103,12,3/7/2011,15,5465.547925,510,177,-183.375,73.35,0,0,0,0,0,0,12267.25398,1513.409875,3558.370604,17229.00946
