MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),UA2 - DEVIATION CREDIT OR DEBIT DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - DEVIATION CREDIT OR DEBIT DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),UA2 - CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),UA2 - LOSSES OND OTHER (€),UA3.1 - REMUNERATION FOR SYSTEM PRIMARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM SECONDARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€),UA3.1 - REMUNERATION FOR STANDING ENERGY RESERVE (€),UA3.1 - REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€),UA3.1 - REMUNERATION FOR BLACK START (€),UA3.1 - ADDITIONAL COST FOR NATURAL GAS PROVISION (€),UA3.2 - REMUNERATION FOR CONTRACTED UNITS (€),UA3.2 - REMUNERATION FOR EMERGENCY RESERVE UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€),UA3.3 - REMUNERATION FOR EMERGENCY IMPORTS (€),UA3.3 - REMUNERATION FOR EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€),UA3.3 - EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.3 - EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.4 - CASC FEE (€),UA3.4 - ITC COST FOR TSO SCHEDULES WITH PERIMETER COUNTRIES (€),UA3.5 - REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€),UA3.6 - SPECIAL CONSUMPTION TAX FOR NATURAL GAS (€)
201401,11,1/1/2014,11,"5,575,951,564",14,0,0,"2,269,167,346","-1,531,621,001","3,688,035,571","0,28","34,918,593",0,0,"6,419,734,801",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"148,423,734","6,610,991,912"
201401,11,1/1/2014,12,"6,183,636,578",0,0,0,"2,406,475,256","3,425,150,996","3,208,875,996","0,28","0,073104353",0,0,"7,855,772,775",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,816,248,123","7,729,288,777"
201401,11,1/1/2014,13,"641,459,661",0,0,0,"2,207,833,591","2,690,419,175","3,486,836,778","0,77","0,112034257",0,0,"8,453,561,159",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"19,544,563","774,998,846"
201401,11,1/1/2014,14,"6,154,657,973",0,0,0,"-7,462,766,976","22,564,628","4,440,590,001","0,77","7,647,445,043",0,0,"7,782,315,702",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,799,264,909","7,631,240,539"
201401,11,1/1/2014,15,"5,501,921,012",0,0,0,"2,501,420,601","7,748,960,202","3,920,632,634","0,28","1,202,681,101",0,0,"6,219,130,936",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,437,857,893","7,091,131,606"
201401,11,1/1/2014,16,"5,562,651,336",0,0,0,"279,002,551","1,419,417,518","3,549,473,225","0,28","1,191,332,662",0,0,"6,357,182,467",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,469,775,292","7,351,971,928"
201401,11,1/1/2014,17,"566,765,358",0,0,0,"6,530,114,652","185,205,548","2,861,340,376","0,77","1,287,319,603",0,0,"659,944,772",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,525,786,817","7,235,293,247"
201401,11,1/1/2014,18,"5,824,906,838",10,0,0,"4,529,838,199","1,853,139,546","338,244,276","0,84","0,218177642",0,0,"6,994,696,108",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,617,167,915","7,125,054,767"
201401,11,1/1/2014,19,"6,232,426,535",19,0,0,"4,704,207,261","1,988,560,958","2,430,832,304","0,84","0,112018027",0,0,"8,028,959,398",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,856,288,727","7,146,715,662"
201401,11,1/1/2014,20,"6,313,283,613",19,0,0,"3,122,577,206","2,628,705,897","3,108,824,574","0,84","0,112005633",0,0,"8,237,998,606",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,904,618,417","7,150,637,489"
201401,11,1/1/2014,21,"6,306,743,359",19,0,0,"2,753,410,006","3,480,944,957","3,367,429,555","0,84","0,223887617",0,0,"8,220,990,278",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,900,686,106","7,151,514,833"
201401,11,1/1/2014,22,"6,136,586,336",19,0,0,"2,305,320,895","2,339,117,052","2,519,548,557","0,84","0,102419999",0,0,"7,784,663,634",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,799,807,749","7,096,618,807"
201401,11,1/1/2014,23,"5,760,403,088",19,0,0,"135,550,005","8,337,686,946","2,019,607,099","0,77","0,180161833",0,0,"6,862,256,852",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,586,548,069","6,439,383,757"
201401,11,1/1/2014,24,"5,547,043,916",29,0,0,"2,379,685,075","1,052,705,631","2,551,633,258","0,77","0,090783987",0,0,"6,387,830,288",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,476,861,043","5,228,460,678"
201401,11,1/1/2014,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201401,11,2/1/2014,1,"5,070,232,745",37,0,0,"7,566,140,458","-2,061,526,994","272,964,421","0,77","0,091126844",0,0,"1,569,225,509",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,512,589,208","2,692,632,284"
201401,11,2/1/2014,2,"4,567,675,811",0,0,0,"2,541,012,615","-1,963,218,734","2,814,372,478","0,28","0,07261635",0,0,"1,255,175,936",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,209,874,276","2,692,446,701"
201401,11,2/1/2014,3,"4,564,463,308",0,0,0,"5,051,624,989","-6,436,295,329","1,616,460,034","0,28","0,056970089",0,0,"1,253,410,996",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,208,173,035","2,692,447,531"
201401,11,2/1/2014,4,"4,478,287,576",0,0,0,"-5,663,990,292","-2,066,718,585","1,486,506,796","0,28","0,056970089",0,0,"1,206,529,699",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,162,983,773","2,692,246,501"
201401,11,2/1/2014,5,"4,526,211,006",0,0,0,"2,935,862,774","-5,544,439,312","1,927,669,256","0,28","0,056970089",0,0,"1,232,490,704",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,188,007,796","269,225,263"
201401,11,2/1/2014,6,"4,545,002,326",0,0,0,"2,306,632,312","2,594,702,179","1,700,716,536","0,28","0,056970089",0,0,"1,242,745,729",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,197,892,698","2,692,256,586"
201401,11,2/1/2014,7,"4,576,842,235",0,0,0,"2,251,998,372","-6,096,549,886","1,007,721,507","0,28","0,056970089",0,0,"1,260,218,772",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,214,735,106","27,608,505"
201401,11,2/1/2014,8,"487,807,618",0,0,0,"6,254,895,441","-1,507,239,699","1,491,168,931","0,77","0,064091773",0,0,"1,431,565,476",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,379,897,585","3,444,822,953"
201401,11,2/1/2014,9,"5,236,516,187",0,0,0,"3,103,602,822","1,444,818,509","2,141,118,999","0,77","0,074048467",0,0,"1,649,677,155",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,590,137,203","5,147,484,274"
201401,11,2/1/2014,10,"5,764,470,093",0,0,0,"2,578,047,361","6,798,680,067","9,431,377,843","0,77","0,074048467",0,0,"1,999,092,272",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,926,941,271","1,026,740,299"
201401,11,2/1/2014,11,"6,045,705,694",10,0,0,"2,322,234,561","1,174,926,137","-4,108,721,386","0,77","4,924,115,971",0,0,"2,206,193,397",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,126,567,727","1,291,326,799"
201401,11,2/1/2014,12,"6,216,577,363",10,0,0,"3,799,315,609","2,758,207,777","-8,755,741,026","0,77","0,165722009",0,0,"2,332,452,652",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,248,270,048","1,513,030,225"
201401,11,2/1/2014,13,"6,377,204,276",10,0,0,"4,363,786,991","2,127,027,939","-6,074,026,286","0,77","9,942,212,357",0,0,"2,454,345,348",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,365,763,407","1,652,418,567"
201401,11,2/1/2014,14,"645,552,198",10,0,0,"5,280,900,117","1,209,850,026","-9,428,655,514","0,77","0,134811739",0,0,"2,514,903,033",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,424,135,451","1,677,042,249"
201401,11,2/1/2014,15,"6,283,116,631",10,0,0,"6,759,698,282","5,880,517,749","2,059,540,647","0,77","1,089,890,921",0,0,"2,382,569,735",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,296,578,312","1,669,081,471"
201401,11,2/1/2014,16,"6,456,631,759",10,0,0,"7,200,733,747","1,923,850,012","3,290,835,969","0,77","1,457,490,497",0,0,"2,515,766,451",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,424,967,707","1,776,494,193"
201401,11,2/1/2014,17,"6,451,691,701",10,0,0,"7,836,971,725","308,811,456","2,773,574,251","0,77","0,417961167",0,0,"2,511,924,177",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,421,264,108","1,726,425,585"
201401,11,2/1/2014,18,"666,310,065",10,0,0,"4,206,896,739","2,265,243,942","3,774,402,525","0,84","2,219,830,427",0,0,"2,678,979,624",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,582,290,209","1,820,736,414"
201401,11,2/1/2014,19,"7,105,177,619",10,0,0,"3,782,113,376","3,432,667,933","1,714,604,039","0,84","2,023,088,099",0,0,"3,045,688,978",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,935,764,334","1,913,010,632"
201401,11,2/1/2014,20,"7,076,109,264",10,0,0,"1,711,572,542","2,578,671,217","3,066,979,891","0,84","2,012,497,176",0,0,"3,020,854,089",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,911,825,782","1,912,176,826"
201401,11,2/1/2014,21,"7,019,381,302",10,0,0,"2,010,982,124","3,023,430,395","-7,644,668,351","0,28","0,263640276",0,0,"2,972,680,698",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"286,539,106","1,846,250,565"
201401,11,2/1/2014,22,"6,732,489,019",10,0,0,"3,630,437,383","2,445,691,283","-1,780,595,874","0,84","1,883,445,284",0,0,"2,734,982,522",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,636,271,858","1,946,581,095"
201401,11,2/1/2014,23,"623,568,997",10,0,0,"3,464,974,872","6,287,090,679","-1,412,625,156","0,77","2,460,969,833",0,0,"2,346,793,651",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,262,093,453","1,795,336,721"
201401,11,2/1/2014,24,"5,872,413,161",10,0,0,"5,021,435,961","378,752,056","-2,058,031,255","0,77","0,294692839",0,0,"2,081,733,394",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,006,599,719","1,998,281,978"
201401,11,2/1/2014,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201401,11,3/1/2014,1,"5,338,045,393",10,0,0,"5,769,444,562","-1,030,909,658","6,884,278,605","0,28","147,692,557",0,0,"458,572,705",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,217,199,407","1,638,144,299"
201401,11,3/1/2014,2,"4,931,241,578",0,0,0,"-4,152,734,866","706,759,754","898,933,668","0,21","1,629,135,459",0,0,"3,898,796,695",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,034,866,003","1,196,914,378"
201401,11,3/1/2014,3,"5,014,076,612",0,0,0,"118,249,888","9,800,838,049","4,519,735,922","0,21","167,311,627",0,0,"4,030,880,864",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,069,925,389","1,118,302,899"
201401,11,3/1/2014,4,"4,881,947,104",0,0,0,"-1,131,061,375","115,678,683","5,372,830,113","0,21","167,311,627",0,0,"3,821,238,727",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,014,279,625","100,815,083"
201401,11,3/1/2014,5,"479,031,507",0,0,0,"-1,731,326,448","106,571,693","6,769,632,593","0,21","167,311,627",0,0,"3,679,138,943",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"9,765,617,731","9,792,758,376"
201401,11,3/1/2014,6,"4,807,593,971",0,0,0,"-8,357,647,878","1,759,282,138","6,758,256,503","0,138","1,680,068,357",0,0,"370,572,848",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"9,836,194,911","9,962,332,257"
201401,11,3/1/2014,7,"4,843,560,797",0,0,0,"3,005,296,514","5,441,907,939","7,794,373,719","0,21","1,714,820,448",0,0,"3,761,382,871",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"998,391,956","1,047,467,842"
201401,11,3/1/2014,8,"5,211,082,195",0,0,0,"-5,048,268,563","1,989,235,528","7,030,930,304","0,77","1,652,273,798",0,0,"4,353,854,169",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,155,652,889","1,190,064,115"
201401,11,3/1/2014,9,"5,703,344,424",0,0,0,"1,093,336,931","72,862,472","744,481,498","0,77","1,743,083,433",0,0,"5,215,275,199",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,384,301,728","1,378,916,896"
201401,11,3/1/2014,10,"6,341,713,273",0,0,0,"4,204,858,958","1,124,596,294","-2,719,760,923","0,28","2,209,516,312",0,0,"6,448,092,165",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"171,153,099","1,413,988,379"
201401,11,3/1/2014,11,"646,732,033",10,0,0,"1,524,140,729","2,047,794,237","-5,308,745,676","0,28","2,223,410,439",0,0,"6,726,804,127",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,785,510,106","1,294,076,604"
201401,11,3/1/2014,12,"6,472,664,299",10,0,0,"-4,661,506,909","1,886,658,614","8,024,380,312","0,21","204,443,324",0,0,"6,737,908,307",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,788,457,513","1,302,407,539"
201401,11,3/1/2014,13,"6,457,894,712",10,0,0,"-8,458,925,555","3,750,105,048","6,966,805,901","0,21","198,218,723",0,0,"6,707,241,052",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,780,317,437","1,279,565,945"
201401,11,3/1/2014,14,"6,444,306,411",10,0,0,"-1,646,132,388","-8,801,500,565","5,972,931,951","0,21","1,967,580,541",0,0,"6,679,088,375",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,772,844,812","1,341,752,116"
201401,11,3/1/2014,15,"6,176,497,177",10,0,0,"-1,938,144,693","175,380,732","9,637,554,643","0,21","1,967,580,541",0,0,"6,136,315,344",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,628,775,397","1,289,169,622"
201401,11,3/1/2014,16,"6,362,790,837",10,0,0,"4,772,973,685","7,903,079,512","-8,772,281,489","0,28","2,100,012,591",0,0,"6,511,444,764",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,728,346,807","1,603,723,178"
201401,11,3/1/2014,17,"6,366,890,946",10,0,0,"9,712,744,043","7,219,063,581","-1,244,806,841","0,77","1,776,440,986",0,0,"651,982,609",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"173,057,148","1,764,692,788"
201401,11,3/1/2014,18,"6,864,939,333",10,0,0,"1,420,943,494","2,322,830,372","-1,487,742,165","0,28","3,873,390,083",0,0,"7,578,020,432",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,011,450,284","2,036,892,779"
201401,11,3/1/2014,19,"7,482,293,879",10,0,0,"8,621,192,336","2,352,091,871","-121,654,035","0,16","2,753,563,258",0,0,"9,000,106,308",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"23,889,176","2,124,622,873"
201401,11,3/1/2014,20,"7,485,303,412",10,0,0,"587,915,684","277,300,258","-1,520,015,351","0,28","2,813,812,093",0,0,"9,007,338,155",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,390,837,165","212,609,235"
201401,11,3/1/2014,21,"7,428,852,539",10,0,0,"897,403,592","293,152,706","-1,769,170,524","0,28","2,870,796,111",0,0,"8,872,171,557",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,354,959,604","2,296,595,736"
201401,11,3/1/2014,22,"694,063,893",10,0,0,"371,055,137","2,426,416,145","-1,587,009,241","0,21","2,568,522,503",0,0,"774,582,157",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,055,990,101","2,247,755,794"
201401,11,3/1/2014,23,"6,384,140,954",10,0,0,"1,880,481,891","2,378,306,635","-2,965,764,467","0,21","2,306,573,501",0,0,"6,555,147,118",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,739,946,817","2,148,934,385"
201401,11,3/1/2014,24,"5,964,335,931",10,0,0,"-2,279,116,243","122,154,293","1,581,737,451","0,066","0,124729008",0,0,"5,722,651,638",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,518,975,749","1,904,306,348"
201401,11,3/1/2014,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201401,11,4/1/2014,1,"5,519,570,748",10,0,0,"1,480,364,684","1,161,785,626","9,496,346,402","0,28","1,947,234,125",0,0,"334,773,435",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"158,573,213","146,567,943"
201401,11,4/1/2014,2,"5,055,678,877",0,0,0,"-9,759,142,586","171,957,422","7,565,454,604","0,21","1,901,122,506",0,0,"2,798,511,606",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,325,580,021","1,162,585,221"
201401,11,4/1/2014,3,"5,113,939,818",0,0,0,"-7,940,937,488","372,014,413","656,305,618","0,18","1,901,122,506",0,0,"2,863,382,565",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,356,307,657","1,287,068,353"
201401,11,4/1/2014,4,"5,103,898,649",0,0,0,"-2,766,192,473","7,075,823,888","612,526,906","0,21","1,901,122,506",0,0,"2,852,149,158",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,350,986,694","1,190,501,611"
201401,11,4/1/2014,5,"5,064,325,007",0,0,0,"-604,899,007","1,929,313,341","9,263,059,131","0,21","1,901,122,506",0,0,"2,808,091,719",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,330,117,864","1,220,288,529"
201401,11,4/1/2014,6,"4,924,540,377",0,0,0,"-3,188,059,952","1,855,271,322","7,934,806,841","0,21","1,901,122,506",0,0,"2,655,214,162",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,257,703,858","1,099,776,426"
201401,11,4/1/2014,7,"4,857,276,171",0,0,0,"-1,559,822,825","2,929,268,925","4,022,555,243","0,21","1,369,354,213",0,0,"2,583,174,497",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,223,580,598","1,095,410,272"
201401,11,4/1/2014,8,"4,905,652,793",0,0,0,"-2,824,139,114","3,619,278,387","6,402,976,318","0,21","1,377,021,705",0,0,"2,634,885,602",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,248,074,764","9,435,597,622"
201401,11,4/1/2014,9,"5,391,411,259",0,0,0,"1,426,973,039","2,241,083,636","1,056,475,013","0,28","1,401,701,393",0,0,"3,182,534,153",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"150,748,122","1,053,236,224"
201401,11,4/1/2014,10,"59,184,706",0,0,0,"1,079,973,338","2,422,112,559","1,650,206,402","0,28","1,400,337,162",0,0,"3,835,192,256",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"1,816,627,889","112,117,499"
201401,11,4/1/2014,11,"6,225,469,911",10,0,0,"3,162,587,403","2,259,282,553","1,074,835,147","0,21","1,385,343,705",0,0,"4,257,028,192",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,016,440,278","1,079,936,833"
201401,11,4/1/2014,12,"6,211,801,514",10,0,0,"-1,440,743,529","6,151,645,033","4,324,419,105","0,21","1,385,343,705",0,0,"4,238,385,498",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,007,609,733","9,905,382,216"
201401,11,4/1/2014,13,"6,260,062,416",35,0,0,"-2,278,040,874","1,979,700,881","5,280,646,748","0,21","1,385,343,705",0,0,"4,338,786,014",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,055,166,769","9,957,320,621"
201401,11,4/1/2014,14,"6,301,450,897",10,0,0,"1,840,141,967","3,732,832,396","477,805,663","0,21","1,383,961,642",0,0,"4,361,406,495",0,0,0,0,0,0,0,0,0,0,0,0,"1,416,794,355",0,"2,065,881,485","1,012,753,307"
