MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),UA2 - DEVIATION CREDIT OR DEBIT DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - DEVIATION CREDIT OR DEBIT DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),UA2 - CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),UA2 - LOSSES OND OTHER (€),UA3.1 - REMUNERATION FOR SYSTEM PRIMARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM SECONDARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€),UA3.1 - REMUNERATION FOR STANDING ENERGY RESERVE (€),UA3.1 - REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€),UA3.1 - REMUNERATION FOR BLACK START (€),UA3.1 - ADDITIONAL COST FOR NATURAL GAS PROVISION (€),UA3.2 - REMUNERATION FOR CONTRACTED UNITS (€),UA3.2 - REMUNERATION FOR EMERGENCY RESERVE UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€),UA3.3 - REMUNERATION FOR EMERGENCY IMPORTS (€),UA3.3 - REMUNERATION FOR EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€),UA3.3 - EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.3 - EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.4 - CASC FEE (€),UA3.4 - ITC COST FOR TSO SCHEDULES WITH PERIMETER COUNTRIES (€),UA3.5 - REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€),UA3.6 - SPECIAL CONSUMPTION TAX FOR NATURAL GAS (€),RES FLOOR (€)
201503,7,18/03/2015,22,"7,279,659,216,131",110,0,0,"8,490,196,278,337","-1,561,366,669,339","2,788,049,551,132",",06",",2218154978382019253595460784184321960936",0,0,"4,993,058,568,073,840,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"153,251,812,167,519,000,000,000,000,000,000,000,000","2582,55"
201503,7,18/03/2015,23,"6,654,953,952,808",0,0,0,"6,622,685,858,987","170,275,046,439","2,256,273,159,042",",06",",2360895774601598393577162522519180149408",0,0,"4,049,561,029,011,680,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"140,022,593,791,293,000,000,000,000,000,000,000,000","3,490,424"
201503,7,18/03/2015,24,"6,103,744,198,673",0,0,0,"6,093,320,851,476","3,544,020,616,604","-1,555,129,644,699",",032",",2356499090611357466465238155334062735562",0,0,"3,406,516,428,646,620,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,518,369,169,135,000,000,000,000,000,000,000,000","2,898,579"
201503,7,18/03/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201503,7,19/03/2015,1,"5,490,935,822,455",0,0,0,"3,040,076,284,696","-11,180,654,628","-582,854,175,956",",06",",1920979022372969496064395582428667207092",0,0,"4,173,001,435,051,870,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,711,751,750,560,810,000,000,000,000,000,000,000,000","2,801,975"
201503,7,19/03/2015,2,"4,988,194,191,467",0,0,0,"1,039,944,683","2,619,992,122,741","1,199,627,993,751",",036",",1876683001279705667696429821141137538366",0,0,"3,443,836,329,840,990,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,366,581,362,046,540,000,000,000,000,000,000,000,000","2,731,455"
201503,7,19/03/2015,3,"4,924,025,070,419",0,0,0,"81,338,861,243","1,713,320,734,331","1,476,174,123,012",",036",",1873482265328974335902742369255071333594",0,0,"3,355,801,852,655,970,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,558,760,796,784,950,000,000,000,000,000,000,000,000","2,603,223"
201503,7,19/03/2015,4,"4,778,119,711,115",0,0,0,"-132,088,081,585","1,439,272,790,737","1,281,359,013,565",",036",",1831037332163602371454565449946512302171",0,0,"31,598,746,246,264,100,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,398,370,406,450,010,000,000,000,000,000,000,000,000","2,477,555"
201503,7,19/03/2015,5,"470,365,800,121",0,0,0,"84,643,253,252","695,938,620,955","1,359,520,296,764",",036",",160589880952380952380952380952380952381",0,0,"3,062,155,723,820,500,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,701,002,855,690,270,000,000,000,000,000,000,000,000","1,509,212"
201503,7,19/03/2015,6,"4,805,538,514,551",0,0,0,"-554,446,131,374","609,864,968,571","1,437,085,012,764",",06",",160589880952380952380952380952380952381",0,0,"3,196,243,980,890,690,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,380,650,425,551,140,000,000,000,000,000,000,000,000","1,436,104"
201503,7,19/03/2015,7,"5,171,976,806,602",0,0,0,"2,674,692,104,637","984,800,028,251","1,991,868,684,923",",06",",1841245401596468871171524419465865028536",0,0,"370,227,722,872,143,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,020,106,477,265,390,000,000,000,000,000,000,000,000","1,906,209"
201503,7,19/03/2015,8,"6,014,344,986,892",0,0,0,"6,557,312,554,464","746,729,683,542","3,939,550,076,877",600,",1891957482540408661177188167124123208296",0,0,"5,006,479,824,800,970,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,625,483,747,041,760,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,9,"6,361,629,072,366",0,0,0,"1,820,160,339,797","24,189,488,517","4,230,770,424,913",",06",",1949889204978652028057334553217444342788",0,0,"5,601,347,089,981,330,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,490,095,691,972,560,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,10,"6,732,021,220,355",0,0,0,"2,117,458,462,111","-25,203,942,835","3,683,757,032,274",",06",",1955099361228652028057334553217444342788",0,0,"6,272,587,830,010,720,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,234,152,107,745,190,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,11,"6,829,626,084,486",0,0,0,"2,088,065,336,321","24,426,147","2,076,919,050,982",",06",",1922467329978652028057334553217444342788",0,0,"6,455,793,835,353,650,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,481,351,591,614,490,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,12,"6,823,313,265,476",0,0,0,"55,377,451,531","-20,331,996,308","1,703,741,971,955",",06",",1922467329978652028057334553217444342788",0,0,"6,443,864,800,768,000,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,119,117,010,736,200,000,000,000,000,000,000,000,000","171,857"
201503,7,19/03/2015,13,"6,803,788,755,171",0,0,0,"-171,045,193,777","-280,994,690,449","2,446,169,907,349",",024",",1922467329978652028057334553217444342788",0,0,"6,407,040,080,540,100,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,090,110,947,794,800,000,000,000,000,000,000,000,000","3,485,715"
201503,7,19/03/2015,14,"6,714,139,244,921",0,0,0,"354,915,565,856","30,349,926,122","2,386,348,729,934",",06",",1922467329978652028057334553217444342788",0,0,"6,239,308,882,534,440,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,190,660,384,149,210,000,000,000,000,000,000,000,000","4,954,905"
201503,7,19/03/2015,15,"651,991,444,143",0,0,0,"-982,043,368,149","94,916,455,335","3,059,906,638,053",",06",",1922467329978652028057334553217444342788",0,0,"5,883,551,942,151,010,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,322,952,573,966,240,000,000,000,000,000,000,000,000","4,243,625"
201503,7,19/03/2015,16,"6,680,647,148,562",0,0,0,"6,148,379,508,228","1,562,854,259,085","4,152,531,369,534",",06",",1955522885534207583612890108772999898344",0,0,"617,721,712,928,970,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,833,126,531,354,180,000,000,000,000,000,000,000,000","11,578,067"
201503,7,19/03/2015,17,"6,623,029,852,235",0,0,0,"2,978,345,029,335","1,140,572,422,831","3,604,278,529,328",",06",",2037545963411191710597017092899984025328",0,0,"6,071,125,683,969,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,703,853,865,151,390,000,000,000,000,000,000,000,000","5,546,833"
201503,7,19/03/2015,18,"656,422,642,358",0,0,0,"2,751,562,884,624","-116,733,540,996","4,289,601,497,559",",06",",2088243619661191710597017092899984025328",0,0,"5,963,797,719,210,150,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,199,722,628,896,670,000,000,000,000,000,000,000,000","4,417,464"
201503,7,19/03/2015,19,"7,035,133,799,595",0,0,0,"3,374,051,922,307","583,333,179,184","4,305,473,103,187",",06",",2190516952994525043930350426233317358661",0,0,"6,850,156,944,500,480,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,844,993,388,625,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,20,"7,681,300,446,495",0,0,0,"4,936,210,034,828","10,211,801,048","5,228,082,802,532",",06",",2271338857756429805835112330995222120565",0,0,"8,166,299,495,798,460,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168,694,472,736,769,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,21,"7,666,397,543,064",0,0,0,"1,459,450,534,357","896,862,521,848","5,308,818,383,123",",06",",2316111476720734682380173633562298359697",0,0,"8,134,642,483,097,690,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"179,366,441,225,780,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,22,"7,155,647,891,757",0,0,0,"2,895,449,209,082","-583,488,912,677","4,605,167,084,514",",06",",2701162914889955761531968720692258468872",0,0,"7,086,857,867,322,930,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,13500,0,0,0,0,0,"149,024,910,959,800,000,000,000,000,000,000,000,000",0
201503,7,19/03/2015,23,"6,573,136,607,881",0,0,0,"2,886,499,087,582","199,035,815,886","3,667,432,251,355",",06",",2573193420207416078992286181009718786333",0,0,"5,979,999,049,912,200,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,13500,0,0,0,0,0,"134,698,222,032,162,000,000,000,000,000,000,000,000","733,916"
201503,7,19/03/2015,24,"6,109,846,893,348",0,0,0,"1,220,495,153,648","957,599,319,579","2,326,810,904,781",",06",",2346856961859124642869194065236907679578",0,0,"5,166,738,165,150,560,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,"14619,2",0,0,0,0,0,"130,801,031,785,137,000,000,000,000,000,000,000,000","2,380,686"
201503,7,19/03/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201503,7,20/03/2015,1,"5,462,294,532,043",0,0,0,"-1,608,153,084,567","2,081,470,384,052","1,450,895,330,448",",06",",1857230929874785878387952472669620845394",0,0,"2,676,393,778,267,390,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,824,136,993,014,570,000,000,000,000,000,000,000,000","3,421,584"
201503,7,20/03/2015,2,"4,946,607,199,584",0,0,0,"-6,061,995,334,391","3,488,991,831,029","1,516,270,655,944",",036",",1787482932675484638533137378402967317517",0,0,"2,194,899,472,506,900,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,523,969,811,310,020,000,000,000,000,000,000,000,000","4,217,294"
201503,7,20/03/2015,3,"4,877,379,269,893",0,0,0,"178,112,671,327","1,320,831,002,572","1,654,824,216,878",",036",",1794925720834208132129610189656379032823",0,0,"2,133,893,987,643,070,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"522,370,522,140,565,000,000,000,000,000,000,000,000","4361,74"
201503,7,20/03/2015,4,"472,588,598,277",0,0,0,"-508,230,106,498","6,545,310,084,205","1,659,029,025,339",0,",1757855553222758765483938694100356917909",0,0,"2,003,393,511,149,210,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,392,592,402,014,560,000,000,000,000,000,000,000,000","5,684,796"
201503,7,20/03/2015,5,"4,646,283,140,409",0,0,0,"603,226,687,351","1,428,656,457,265","1,826,673,012,627",0,",171946618902652389950311428371474560851",0,0,"193,647,157,829,883,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,404,812,605,174,440,000,000,000,000,000,000,000,000","7,156,388"
201503,7,20/03/2015,6,"4,720,213,824,304",0,0,0,"873,054,358,389","195,156,762,066","1,949,237,449,368",",036",",1711704974105955630205052837847295122122",0,0,"1,998,587,324,097,600,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"458,942,189,084,336,000,000,000,000,000,000,000,000","7,521,313"
201503,7,20/03/2015,7,"5,078,184,468,333",40,0,0,"914,621,193,725","-581,888,096,673","152,141,601,473",",06",",173110116019534257120862201693610469592",0,0,"2,349,804,075,729,710,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,212,059,116,899,150,000,000,000,000,000,000,000,000","5,521,441"
201503,7,20/03/2015,8,"5,901,351,141,263",40,0,0,"785,719,139,616","-666,369,582,763","2,772,108,087,548",",06",",2168659711426799557968090029137763090336",0,0,"3,166,432,428,034,370,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,649,474,055,071,130,000,000,000,000,000,000,000,000","4,721,111"
201503,7,20/03/2015,9,"629,307,484,431",193,0,0,"1,161,635,813,093","423,228,338,612","3,448,392,667,852",",024",",2189678909473019284247148315997110234637",0,0,"377,366,805,276,829,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,413,346,930,640,710,000,000,000,000,000,000,000,000","5,412,183"
201503,7,20/03/2015,10,"6,707,594,526,643",196,0,0,"5,443,980,242,473","-11,863,879,777","3,722,968,717,452",",06",",2082978857293302012174894193365718016604",0,0,"4,275,139,938,776,870,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,260,058,962,635,750,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,11,"6,879,820,422,364",7,0,0,"102,762,193,697","2,781,519,390,257","2,273,472,475,607",",04",",2047434951488204830912677824265103381209",0,0,"4,254,390,017,359,680,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,582,639,655,240,400,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,12,"6,953,397,090,084",0,0,0,"285,434,965,183","-47,688,866,535","1,587,283,368,951",600,",2396630136595630123095475780735115278473",0,0,"4,337,044,184,348,760,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,182,721,041,468,610,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,13,"7,038,775,358,907",0,0,0,"-405,015,065,158","41,145,654,473","1,689,782,390,124",600,",2311822614420881275989047679143586545086",0,0,"4,444,204,078,811,990,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,861,243,743,941,880,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,14,"69,524,367,121",0,0,0,"773,730,994,453","-383,390,959,607","2,027,357,870,263",",06",",2311822614420881275989047679143586545086",0,0,"433,584,623,346,086,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,911,575,219,005,940,000,000,000,000,000,000,000,000","15,307,781"
201503,7,20/03/2015,15,"6,692,873,650,874",19,0,0,"5,983,620,415,817","-692,142,570,493","2,754,730,069,382",",06",",2310286989420881275989047679143586545086",0,0,"404,098,583,844,471,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,437,769,858,895,290,000,000,000,000,000,000,000,000","11,449,598"
201503,7,20/03/2015,16,"6,816,822,372,109",65,0,0,"3,671,084,649,555","344,475,816,101","2,852,371,041,102",",06",",2311822614420881275989047679143586545086",0,0,"424,821,708,475,776,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,235,392,443,917,760,000,000,000,000,000,000,000,000","6,218,599"
201503,7,20/03/2015,17,"6,715,140,431,188",25,0,0,"253,915,906,992","-393,619,147,368","2,345,315,918,276",",06",",2280935682810634249456568264687959829624",0,0,"4,075,094,402,830,120,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,953,265,536,905,370,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,18,"6,618,733,600,646",65,0,0,"439,155,300,413","138,758,851,169","2,061,267,295,555",",06",",098158950219154306311927030799384577046",0,0,"4,007,172,577,365,940,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,555,973,936,376,950,000,000,000,000,000,000,000,000","3,062,428"
201503,7,20/03/2015,19,"7,033,019,836,877",25,0,0,"4,935,512,081,613","752,552,379,885","261,349,942,687",",06",",2358226406953447825024032212755750532365",0,0,"446,853,879,629,496,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123,763,767,498,697,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,20,"7,732,065,473,526",25,0,0,"5,976,396,899,198","272,618,071,516","3,871,155,481,367",",06",",2510408946635987507563714752438290214904",0,0,"5,397,525,438,795,380,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"148,891,346,129,608,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,21,"7,687,823,442,651",22,0,0,"3,393,782,061,601","84,449,143,863","3,371,304,386,863",",06",",2558662914889955761531968720692258468872",0,0,"5,331,981,685,203,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150,307,187,592,356,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,22,"7,222,722,215,673",0,0,0,"11,770,592,004,906","175,274,281,524","3,327,381,750,989",",06",",2491827853895750211059263627676095004402",0,0,"4,679,523,237,561,480,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126,086,225,919,659,000,000,000,000,000,000,000,000",0
201503,7,20/03/2015,23,"665,420,063,558",0,0,0,"1,906,842,858,929","-437,490,385,357","2,074,079,991,723",",054",",2345704238943074504879736154127673538411",0,0,"3,971,838,365,639,030,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,895,293,136,657,900,000,000,000,000,000,000,000","6,875,416"
201503,7,20/03/2015,24,"6,155,633,381,012",0,0,0,"922,063,990,237","-194,848,736,944","709,887,636,737",",036",",2014033601168860622258161501171290529986",0,0,"3,398,953,911,853,330,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"992,628,149,496,259,000,000,000,000,000,000,000,000","8,106,322"
201503,7,20/03/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201503,7,21/03/2015,1,"5,667,832,531,139",0,0,0,"571,036,697,638","3,394,014,883,291","490,654,271,467",",036",",172971875",0,0,"5,044,155,736,335,680,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,322,354,461,369,080,000,000,000,000,000,000,000,000","5,172,251"
201503,7,21/03/2015,2,"5,148,831,968,265",0,0,0,"-1,722,911,074,786","5,446,148,177,897","897,406,931,358",",036",",150609375",0,0,"4,162,669,255,675,220,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"663,275,466,714,418,000,000,000,000,000,000,000,000","5,929,967"
201503,7,21/03/2015,3,"5,010,386,967,359",0,0,0,"374,569,926,627","901,946,711,016","1,395,377,211,375",",036",",147046875",0,0,"3,941,821,970,063,380,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,456,873,988,292,840,000,000,000,000,000,000,000,000","3,232,965"
201503,7,21/03/2015,4,"4,814,636,124,287",0,0,0,"-271,761,687,205","3,503,934,097,006","980,235,420,106",",036",",147046875",0,0,"3,639,832,577,454,250,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,105,398,678,811,760,000,000,000,000,000,000,000,000","3,178,387"
201503,7,21/03/2015,5,"4,675,309,227,067",0,0,0,"195,443,563,298","1,998,682,280,851","1,125,300,681,115",",036",",147046875",0,0,"3,432,220,246,372,850,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,107,287,689,695,720,000,000,000,000,000,000,000,000","3,913,478"
201503,7,21/03/2015,6,"4,759,168,418,299",0,0,0,"51,996,572,943","710,215,639,741","1,360,712,021,046",",036",",147046875",0,0,"3,556,449,248,580,120,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,045,764,690,912,410,000,000,000,000,000,000,000,000","3,566,505"
201503,7,21/03/2015,7,"4,830,014,272,909",0,0,0,"-273,413,300,056","650,393,731,746","1,220,697,445,844",",036",",147046875",0,0,"3,663,121,264,844,940,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,781,291,633,486,600,000,000,000,000,000,000,000,000","2538,11"
201503,7,21/03/2015,8,"5,243,055,557,513",0,0,0,"343,798,455,932","-,339159239","2,457,789,465,114",",06",",150609375",0,0,"4,316,416,927,841,630,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,873,052,190,138,380,000,000,000,000,000,000,000,000","2717,44"
201503,7,21/03/2015,9,"5,770,013,135,793",0,0,0,"20,624,874,934","-150,996,396,633","3,033,311,226,144",",06",",154171875",0,0,"5,227,668,877,144,950,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,308,154,055,380,710,000,000,000,000,000,000,000,000","4418,93"
201503,7,21/03/2015,10,"6,242,078,230,886",0,0,0,"-2,307,868,848","-460,114,460,051","2,679,539,098,916",",06",",1617973705779200975907288807563281488259",0,0,"6,118,048,032,217,160,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,246,456,569,066,970,000,000,000,000,000,000,000,000","3,504,223"
201503,7,21/03/2015,11,"640,794,732,052",0,0,0,"-568,022,333,203","1,128,655,728,104","1,564,799,779,696",",036",",1627110637770661787130222628850259225374",0,0,"6,447,514,584,667,090,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,575,602,597,599,470,000,000,000,000,000,000,000,000","6,126,893"
201503,7,21/03/2015,12,"6,425,269,428,429",0,0,0,"-601,969,465,953","514,465,555,271","1,553,036,026,012",",036",",1627110637770661787130222628850259225374",0,0,"6,482,419,833,376,690,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"220,058,157,547,291,000,000,000,000,000,000,000,000","8,236,098"
201503,7,21/03/2015,13,"6,369,973,663,314",0,0,0,"-710,677,063,766","3,228,960,173,601","2,458,245,500,779",",036",",1627110637770661787130222628850259225374",0,0,"6,371,324,739,410,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,131,161,694,593,730,000,000,000,000,000,000,000,000","11,101,902"
201503,7,21/03/2015,14,"6,357,239,120,679",0,0,0,"335,904,965,126","41,185,682,486","1,810,038,070,961",",036",",1627110637770661787130222628850259225374",0,0,"6,345,875,715,809,130,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,988,081,651,802,670,000,000,000,000,000,000,000,000","10,970,431"
201503,7,21/03/2015,15,"5,980,378,473,274",0,0,0,"208,358,581,502","3,194,160,369,794","1,900,520,043,285",",036",",1627110637770661787130222628850259225374",0,0,"5,615,802,253,133,520,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,191,935,554,538,790,000,000,000,000,000,000,000,000","9,793,367"
201503,7,21/03/2015,16,"5,992,546,409,286",0,0,0,"447,454,637,733","-3,502,123,023","2,358,741,668,191",",036",",1627110637770661787130222628850259225374",0,0,"5,638,677,808,294,530,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,932,082,642,167,100,000,000,000,000,000,000,000,000","7,186,701"
201503,7,21/03/2015,17,"5,863,955,826,995",0,0,0,"418,480,047,036","22,863,669,991","2,468,683,426,329",",036",",1749574956160414760597743214394632509912",0,0,"5,399,279,973,514,720,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,987,022,029,840,750,000,000,000,000,000,000,000,000","7,943,051"
201503,7,21/03/2015,18,"5,741,803,920,903",0,0,0,"1,221,230,811,679","-499,444,810,567","2,849,628,634,872",",036",",1943202162531407517807958149497527736964",0,0,"5,176,678,368,275,800,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,003,743,735,766,400,000,000,000,000,000,000,000,000","4,286,927"
201503,7,21/03/2015,19,"6,273,977,357,741",45,0,0,"13,344,464,140,793","-53,412,838,225","3,979,424,230,823",",036",",1785314086466951385871703914930916910764",0,0,"6,269,718,844,933,730,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,845,848,067,923,900,000,000,000,000,000,000,000,000","1,930,521"
201503,7,21/03/2015,20,"7,217,990,649,137",0,0,0,"320,053,867,551","-1,912,405,853,456","820,466,823,313",240,"147,894,131,528,911,000,000,000,000,000,000,000,000",0,0,"8,180,636,543,264,260,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,247,648,568,260,000,000,000,000,000,000,000,000",0
