MONTH,VERSION,DATE,HOUR,SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh),SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh),UA2 - DEVIATION CREDIT OR DEBIT DUE TO GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - DEVIATION CREDIT OR DEBIT DUE TO RETURN OF GUARANTEES FOR COMMERCIAL SCHEDULES (€),UA2 - ADDITIONAL CHARGES OR CREDITS FOR GENERATION DEVIATIONS (€),UA2 - CHARGE OR CREDIT CORRESPONDING TO THE INTERCONNECTIONS NET COST (€),UA2 - LOSSES OND OTHER (€),UA3.1 - REMUNERATION FOR SYSTEM PRIMARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM SECONDARY CONTROL (€),UA3.1 - REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€),UA3.1 - REMUNERATION FOR STANDING ENERGY RESERVE (€),UA3.1 - REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€),UA3.1 - REMUNERATION FOR BLACK START (€),UA3.1 - ADDITIONAL COST FOR NATURAL GAS PROVISION (€),UA3.2 - REMUNERATION FOR CONTRACTED UNITS (€),UA3.2 - REMUNERATION FOR EMERGENCY RESERVE UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€),UA3.2 - GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€),UA3.3 - REMUNERATION FOR EMERGENCY IMPORTS (€),UA3.3 - REMUNERATION FOR EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€),UA3.3 - EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€),UA3.3 - IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.3 - EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€),UA3.4 - CASC FEE (€),UA3.4 - ITC COST FOR TSO SCHEDULES WITH PERIMETER COUNTRIES (€),UA3.5 - REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€),UA3.6 - SPECIAL CONSUMPTION TAX FOR NATURAL GAS (€),RES FLOOR (€)
201501,11,1/1/2015,1,"5,886,962,008,943",0,0,0,"7,904,361,257,133","-10,687,636,836,788","2,447,886,023,375",",040514",",0493104598255130048359691543589073323749",0,0,"1,945,708,643,576,060,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,378,945,177,414,970,000,000,000,000,000,000,000,000","13,195,191"
201501,11,1/1/2015,2,"5,504,030,376,144",0,0,0,"-175,474,690,406","-1,375,434,673,153","5,535,152,809,082",",036",",0962678403206270322641883746578441036523",0,0,"1,700,814,642,362,530,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,157,325,331,136,030,000,000,000,000,000,000,000,000","14,276,907"
201501,11,1/1/2015,3,"5,383,263,020,002",5,0,0,"4,783,654,497,633","-570,130,124,248","4,750,560,620,088",",036",",094485254531198967135008653049132819046",0,0,"1,630,019,935,456,520,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,313,627,112,748,300,000,000,000,000,000,000,000","17,229,917"
201501,11,1/1/2015,4,"5,306,449,118,818",13,0,0,"2,638,064,701,592","-1,576,911,409,319","3,773,295,220,083",",036",",094485254531198967135008653049132819046",0,0,"1,588,651,584,546,520,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,378,980,728,045,610,000,000,000,000,000,000,000,000","33,585,656"
201501,11,1/1/2015,5,"5,167,705,225,785",23,0,0,"12,359,572,887,931","-7,186,971,599,286","4,040,206,466,861",",036",",094485254531198967135008653049132819046",0,0,"1,512,683,518,032,250,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,146,206,134,172,660,000,000,000,000,000,000,000,000","46049,45"
201501,11,1/1/2015,6,"506,876,873,039",16,0,0,"6,766,128,885,972","-1,192,453,762,522","3,122,475,402,649",",108",",094485254531198967135008653049132819046",0,0,"1,451,569,223,030,010,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,920,461,315,767,870,000,000,000,000,000,000,000,000","32,780,474"
201501,11,1/1/2015,7,"5,082,725,634,636",20,0,0,"3,573,252,504,371","937,589,033,062","2,847,717,676,631",",036",",094485254531198967135008653049132819046",0,0,"1,461,839,784,595,990,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"292,010,337,292,790,000,000,000,000,000,000,000,000","31,507,177"
201501,11,1/1/2015,8,"4,894,148,167,313",20,0,0,"2,350,159,760,132","275,589,448,079","2,656,070,338,665",",036",",094317844054491129379595417306528366469",0,0,"1,355,788,155,820,540,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,552,049,531,804,060,000,000,000,000,000,000,000,000","30,384,786"
201501,11,1/1/2015,9,"5,001,113,946,149",42,0,0,"-2,764,416,933,526","1,167,342,789,237","2,842,724,531,937",",036",",0885107316415737293624804476151095782455",0,0,"1,427,883,922,862,580,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,026,264,052,797,570,000,000,000,000,000,000,000,000","17,262,481"
201501,11,1/1/2015,10,"5,559,929,589,134",65,0,0,"5,974,906,409,789","-4,114,179,546,076","2,264,869,641,756",",036",",0347136696455800984620746743345096501547",0,0,"1,776,354,018,855,600,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,764,598,434,158,000,000,000,000,000,000,000,000","29,393,088"
201501,11,1/1/2015,11,"6,221,391,774,985",0,0,0,"2,255,575,357,127","-3,911,737,563,858","2,744,579,293,318",",036",",0372042307922711628109615300832135232867",0,0,"2,173,053,623,428,350,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,836,947,443,877,930,000,000,000,000,000,000,000,000","26,489,384"
201501,11,1/1/2015,12,"6,838,964,364,258",0,0,0,"9,128,318,378,209","-4,807,637,550,512","2,779,998,181,386",",072",",0421854598255130048359691543589073323749",0,0,"2,625,886,941,552,930,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,382,489,677,334,760,000,000,000,000,000,000,000,000","17,721,313"
201501,11,1/1/2015,13,"7,036,985,829,841",0,0,0,"6,143,044,709,883","-1,424,440,726,992","4,928,813,157,443",",06",",0681817827288371890384699167864767132837",0,0,"2,780,152,986,301,650,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,691,483,327,246,000,000,000,000,000,000,000,000","15,768,933"
201501,11,1/1/2015,14,"6,756,628,806,792",0,0,0,"9,296,732,848,019","4,935,177,843,719","3,737,239,675,432",",12",",1311747530444652068422364664068638345995",0,0,"2,563,040,465,227,090,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,646,544,477,264,260,000,000,000,000,000,000,000,000","13,253,232"
201501,11,1/1/2015,15,"6,133,048,675,916",0,0,0,"3,964,047,598,828","5,390,412,731,609","2,424,049,190,883",",036",",0733905833387792445431969677166383479284",0,0,"2,111,777,532,416,070,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,721,529,539,921,220,000,000,000,000,000,000,000,000","39,047,509"
201501,11,1/1/2015,16,"6,173,383,598,872",0,0,0,"6,590,888,521,429","1,039,371,652,493","4,174,525,044,242",",108",",1311747530444652068422364664068638345995",0,0,"2,139,645,720,931,770,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,800,568,954,338,730,000,000,000,000,000,000,000,000","34,814,943"
201501,11,1/1/2015,17,"6,288,713,948,145",25,0,0,"11,448,116,111,907","2,068,997,047,284","2,677,410,644,483",",036",",0743795166721125778765303010499716812618",0,0,"2,238,026,091,128,370,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,345,214,601,872,550,000,000,000,000,000,000,000,000","15,146,033"
201501,11,1/1/2015,18,"6,463,340,866,154",0,0,0,"-1,457,556,213,383","1,290,047,811,813","386,711,963,704",",108",",0852572500054459112098636343833050145951",0,0,"2,345,359,724,347,810,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,423,966,561,069,240,000,000,000,000,000,000,000,000","5,948,336"
201501,11,1/1/2015,19,"6,909,507,258,229",26,0,0,"3,990,754,473,514","-1,145,779,053,632","5,108,889,927,456",",18",",1108991298795364440378164074412930771577",0,0,"270,054,739,163,416,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,426,471,358,213,660,000,000,000,000,000,000,000,000","11,898,651"
201501,11,1/1/2015,20,"698,931,574,058",25,0,0,"10,569,207,090,934","6,879,770,734,243","5,534,120,983,402",",036",",1066679642911601969241493486690193003094",0,0,"2,762,268,967,128,270,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,982,242,390,051,420,000,000,000,000,000,000,000,000","16975,64"
201501,11,1/1/2015,21,"6,953,717,308,985",5,0,0,"939,962,233,245","1,081,096,184,878","5,381,673,685,936",",036",",1066679642911601969241493486690193003094",0,0,"2,718,652,692,496,700,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"485,895,406,751,837,000,000,000,000,000,000,000,000","15,516,219"
201501,11,1/1/2015,22,"6,742,797,501,203",0,0,0,"8,385,323,085,994","1,465,648,012,607","4,500,044,316,239",",66",",1084474418731914469241493486690193003094",0,0,"2,552,557,748,957,590,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"602,540,959,693,441,000,000,000,000,000,000,000,000","10,171,833"
201501,11,1/1/2015,23,"6,348,531,528,944",0,0,0,"1,301,651,298,105","1,834,903,552,701","1,841,118,583,543",",24",",2183197554217001727297140687833929943602",0,0,"226,277,777,005,242,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,005,661,436,028,390,000,000,000,000,000,000,000,000",0
201501,11,1/1/2015,24,"6,079,319,759,826",0,0,0,"5,755,360,287,608","166,716,186,454","1,973,635,214,583",",036",",1447413048168392907325734111346522047413",0,0,"2,074,938,915,258,110,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,624,023,734,121,830,000,000,000,000,000,000,000,000","6,341,907"
201501,11,1/1/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,11,2/1/2015,1,"5,575,379,282,635",0,0,0,"3,178,203,604,171","-332,039,513,623","3,876,814,576,363",",108","363,013,180,847,819,000,000,000,000,000,000,000,000",0,0,"4,466,481,370,659,870,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,217,737,678,667,570,000,000,000,000,000,000,000,000","12,863,703"
201501,11,2/1/2015,2,"5,092,677,883,151",0,0,0,"2,754,450,577,635","-8,279,522,271,407","3,506,482,929,099",",108",",0350247455397987191216834400731930466606",0,0,"3,726,568,494,359,500,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,854,878,883,000,590,000,000,000,000,000,000,000,000","12,753,645"
201501,11,2/1/2015,3,"5,018,236,927,651",0,0,0,"910,088,049,605","1,803,504,116,338","3,649,330,100,479",",108",",0312888504498322659347362000609942055505",0,0,"3,618,420,347,226,350,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"152,877,380,794,002,000,000,000,000,000,000,000,000","14779,05"
201501,11,2/1/2015,4,"4,944,721,722,735",0,0,0,"-1,185,246,828,185","-1,512,975,934,979","1,642,783,554,716",",108",",0275529553598658127477889600487953644404",0,0,"3,513,180,019,228,720,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,519,475,140,043,970,000,000,000,000,000,000,000,000","3,695,064"
201501,11,2/1/2015,5,"4,796,114,503,699",0,0,0,"-5,356,568,428,758","-24,072,756,171","2,129,648,125,662",",18",",0275529553598658127477889600487953644404",0,0,"3,305,185,044,816,420,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,515,917,196,503,720,000,000,000,000,000,000,000,000","20951,62"
201501,11,2/1/2015,6,"4,763,150,675,511",0,0,0,"-413,388,752,382","2,656,613,729,942","1,196,739,843,814",",18",",0238170602698993595608417200365965233303",0,0,"3,259,907,919,617,730,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,095,298,582,735,460,000,000,000,000,000,000,000,000","22247,68"
201501,11,2/1/2015,7,"4,850,438,046,473",0,0,0,"-5,938,693,582,659","4,003,577,410,996","1,872,488,737,855",",18",",012609375",0,0,"3,380,481,912,947,640,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,041,815,605,967,230,000,000,000,000,000,000,000,000","1,059,332"
201501,11,2/1/2015,8,"5,188,182,952,667",0,0,0,"2,819,222,401,577","-1,710,153,387,459","3,371,766,615,778",",072",",0490101911139066788655077767612076852699",0,0,"3,867,650,816,234,490,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"218,717,101,996,505,000,000,000,000,000,000,000,000","9,256,546"
201501,11,2/1/2015,9,"5,626,232,375,664",0,0,0,"-2,141,965,714,711","-349,385,460,725","2,870,444,685,178",",18",",1813289122064653857883501067398597133273",0,0,"4,548,330,596,938,090,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,441,254,040,472,280,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,10,"6,278,885,821,798",0,0,0,"1,806,521,930,338","119,483,373,152","1,504,852,087,175",",66",",1813289122064653857883501067398597133273",0,0,"5,664,764,560,930,850,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,703,362,423,175,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,11,"6,747,684,761,539",15,0,0,"2,407,687,991,309","2,318,008,791,864","494,178,968,591",",66",",3220212198181695102731148850033243205709",0,0,"6,571,355,765,648,790,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"166,815,292,556,177,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,12,"6,966,460,874,654",23,0,0,"2,606,173,975,566","3,549,980,667,204","-1,190,291,360,114",",66",",2762259128012355035548808259510368872586",0,0,"701,946,558,767,101,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168,494,003,607,143,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,13,"705,733,733,622",15,0,0,"-1,195,939,312,157","2,825,474,878,251","840,600,813,789",",18",",2908655708861310023122861064919386930764",0,0,"7,186,916,976,888,560,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155,799,815,165,024,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,14,"7,042,625,606,087",15,0,0,"463,706,163,371","2,040,845,056,878","-421,736,677,166",",18",",5608657266180767791598805205704039676508",0,0,"7,157,047,923,056,230,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"173,555,379,396,760,000,000,000,000,000,000,000,000","9614,66"
201501,11,2/1/2015,15,"6,787,838,239,149",15,0,0,"202,849,673,238","1,880,598,042,595","-33,596,202,158",",18",",5117837543216273600927343182018561317244",0,0,"6,649,622,353,343,320,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,326,946,143,670,000,000,000,000,000,000,000,000","5,245,879"
201501,11,2/1/2015,16,"689,569,668,454",5,0,0,"673,266,415,434","2,439,575,505,328","-91,190,205,225",",06",",3473739631006840064479588724785431098332",0,0,"6,842,307,224,117,160,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"215,896,198,206,459,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,17,"6,876,770,563,756",20,0,0,"585,794,230,071","2,950,992,084,548","-183,920,077,654",",66",",1959994526693896222715984838583191739642",0,0,"6,834,523,638,246,830,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,666,024,781,645,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,18,"7,163,175,692,053",1,0,0,"124,246,094,322","-1,065,653,370,888","2,257,336,585,972",",66",",1990749791693896222715984838583191739642",0,0,"7,374,781,347,949,700,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250,982,137,323,118,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,19,"7,734,547,856,437",25,0,0,"-4,883,266,971,121","518,225,777,355","3,076,758,454,611",",66",",2366645252037914170866043902308690410172",0,0,"8,651,462,404,977,550,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"285,013,917,230,121,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,20,"7,718,043,883,367",30,0,0,"600,008,716,229","3,107,511,508,947","2,800,428,795,984",",24",",2631339017505445385255810193847546811718",0,0,"8,625,828,845,978,790,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,358,640,659,034,600,000,000,000,000,000,000,000",0
201501,11,2/1/2015,21,"7,601,893,874,867",15,0,0,"2,903,658,749,072","2,047,354,013,147","3,021,163,534,174",",66",",2451253825373697901266789150846631898634",0,0,"8,336,284,011,559,380,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"269,383,955,383,977,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,22,"7,317,415,340,047",1,0,0,"9,412,729,187,083","4,317,321,041,113","117,331,315,732",",66",",2267947213906787257777920593359593167314",0,0,"7,695,747,315,031,780,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"262,510,876,736,029,000,000,000,000,000,000,000,000",0
201501,11,2/1/2015,23,"6,861,819,400,746",1,0,0,"398,087,326,369","3,577,329,348,993","725,641,472,485",",66",",3257129612857362748637771642784102307462",0,0,"6,767,399,790,922,420,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"268,731,119,949,299,000,000,000,000,000,000,000,000","28,66"
201501,11,2/1/2015,24,"6,480,515,263,688",1,0,0,"6,898,879,848,446","19,322,753,227","-1,150,544,341,488",",24",",3096876696190696081971104976117435640796",0,0,"6,036,285,731,648,710,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,788,553,366,646,900,000,000,000,000,000,000,000","305,245"
201501,11,2/1/2015,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201501,11,3/1/2015,1,"592,510,069,768",0,0,0,"-445,172,689,971","-9,029,589,652,654","2,970,291,933,861",",24",",1828730136214656447864200748923813396661",0,0,"9,848,007,027,250,200,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,044,735,365,580,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,2,"5,301,555,290,225",0,0,0,"-646,538,025,788","802,289,761,793","2,099,643,051,525",",06","1,548,654,553,598,650,000,000,000,000,000,000,000,000",0,0,"7,884,305,949,462,700,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"113,575,261,329,533,000,000,000,000,000,000,000,000","2,719,917"
201501,11,3/1/2015,3,"5,263,618,067,208",0,0,0,"349,281,752,887","-495,064,804,253","3,309,825,541,884",",06","1,536,251,381,899,960,000,000,000,000,000,000,000,000",0,0,"7,771,871,591,646,970,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,810,167,270,288,420,000,000,000,000,000,000,000,000","1213,25"
201501,11,3/1/2015,4,"520,878,179,451",0,0,0,"-47,545,737,379","-946,969,868,386","2,636,925,031,604",",06","139,921,875",0,0,"761,078,068,628,356,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,223,408,374,311,920,000,000,000,000,000,000,000,000","1,009,256"
201501,11,3/1/2015,5,"5,038,543,187,592",0,0,0,"1,642,698,755,891","-1,070,596,729,187","3,384,799,725,858",",06",",139921875",0,0,"7,121,424,092,105,920,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,062,017,438,838,780,000,000,000,000,000,000,000,000","1,850,657"
201501,11,3/1/2015,6,"4,876,636,881,639",0,0,0,"511,748,049,782","-633,836,198,448","1,987,464,092,171",",06",",139921875",0,0,"6,671,104,078,834,700,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,741,722,035,596,000,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,7,"5,040,336,914,501",0,0,0,"294,280,212,902","-1,891,606,107,185","3,963,006,079,101",",06",",139921875",0,0,"7,126,495,464,249,880,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,631,379,410,489,210,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,8,"5,311,368,605,151",0,0,0,"8,530,986,834,329","-2,030,293,462,947","3,709,946,874,817",",24",",139921875",0,0,"7,913,521,068,812,810,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,995,075,312,193,880,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,9,"5,761,953,803,316",0,0,0,"5,890,047,040,905","-697,180,459,266","3,691,774,034,258",",24",",2738426787825059101654846335697399527183",0,0,"9,313,146,240,345,570,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"115,237,328,858,648,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,10,"6,491,490,190,665",0,0,0,"176,710,410,127","-23,683,852,675","2,352,597,479,817",",24",",3176724543368069749685836583113256722882",0,0,"118,207,678,683,181,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,671,581,617,341,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,11,"6,855,746,307,474",0,0,0,"2,454,562,466,281","2,290,808,238,344","2,396,613,546,695",",24",",3334701060598932817694375771890322901596",0,0,"131,845,816,907,594,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"137,812,277,449,027,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,12,"7,088,365,074,494",0,0,0,"1,847,894,785,178","3,191,519,281,234","2,143,262,844,822",",06",",9021553006494247467567350466028528790111",0,0,"140,944,791,894,874,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"114,816,414,180,114,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,13,"7,188,221,388,283",0,0,0,"-280,083,640,269","1,373,446,146,621","2,840,878,210,695",",06",",9113141803022346004903763091124756657704",0,0,"144,943,841,473,919,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,024,659,606,867,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,14,"7,122,443,295,177",0,0,0,"677,831,106,856","1,858,162,042,107","2,144,188,860,035",",06",",742677902284585370700693626888764978331",0,0,"142,303,269,779,371,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,278,448,482,401,000,000,000,000,000,000,000,000","2,802,607"
201501,11,3/1/2015,15,"6,875,106,508,313",0,0,0,"-1,115,128,494,941","1,321,167,013,449","1,818,846,642,717",",06",",7108856840507020509734711903656504317739",0,0,"132,591,517,088,978,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"148,982,091,542,801,000,000,000,000,000,000,000,000","2,787,287"
201501,11,3/1/2015,16,"6,983,245,670,644",0,0,0,"1,987,327,042,724","2,821,837,686,117","2,406,792,225,681",",048",",6366564539054268221296228043170022070651",0,0,"136,795,408,345,416,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,316,229,668,528,200,000,000,000,000,000,000,000",0
201501,11,3/1/2015,17,"6,964,081,865,423",0,0,0,"3,164,131,475,741","3,130,008,705,111","1,880,192,654,046",",192",",2160403705397987191216834400731930466606",0,0,"136,045,635,639,720,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,594,247,734,863,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,18,"7,252,439,971,412",0,0,0,"6,337,269,409,168","1,796,950,571,114","3,438,500,630,675",",24",",1361152777985222375717766286238453759138",0,0,"147,545,226,773,148,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"215,907,520,756,919,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,19,"7,867,645,818,927",0,0,0,"9,017,978,137,773","162,705,198,731","519,781,320,246",",192",",1025965357197316254955779200975907288808",0,0,"173,638,681,857,812,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"234,899,996,965,152,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,20,"7,888,486,959,483",0,0,0,"11,176,771,464,143","2,953,429,923,217","4,907,693,084,463",",24",",2674378901731789862571304737298608334915",0,0,"174,559,826,845,179,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"232,178,620,083,801,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,21,"770,754,127,343",0,0,0,"5,473,377,691,632","3,659,186,115,274","4,159,699,112,926",",24",",1001045357197316254955779200975907288808",0,0,"166,643,583,703,431,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"234,340,797,602,575,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,22,"7,311,899,181,794",0,0,0,"6,273,352,876,609","3,347,463,587,384","3,469,514,977,877",",06",",0920933335239402256785605367490088441598",0,0,"149,974,446,502,436,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"235,171,993,957,672,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,23,"6,820,060,566,538",0,0,0,"5,579,319,617,831","3,250,841,728,728","2,907,487,131,382",",06",",365247872178909591266554795777813429999",0,0,"130,476,813,414,970,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"226,794,905,291,767,000,000,000,000,000,000,000,000",0
201501,11,3/1/2015,24,"6,361,387,047,706",0,0,0,"429,094,163,573","167,563,738,632","807,428,547,542",",06",",5398257012015641689394957715983806182963",0,0,"113,516,899,100,040,000,000,000,000,000,000,000,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,197,059,597,423,000,000,000,000,000,000,000,000","1,017,723"
