MONTH;VERSION;DATE;HOUR;SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);REMUNERATION FOR SYSTEM PRIMARY CONTROL (€);REMUNERATION FOR SYSTEM SECONDARY CONTROL (€);REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€);REMUNERATION FOR STANDING ENERGY RESERVE (€);REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€);REMUNERATION FOR BLACK START (€);ADDITIONAL COST FOR NATURAL GAS PROVISION (€);REMUNERATION FOR CONTRACTED UNITS (€);REMUNERATION FOR EMERGENCY RESERVE UNITS (€);REMUNERATION FOR EMERGENCY IMPORTS (€);REMUNERATION FOR EMERGENCY EXPORTS (€);REMUNERATION FOR CROSS-BORDER MECHANISM (€);REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€);AMOUNT IN DAS FOR PRODUCTION FROM CONTRACTED UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€);AMOUNT IN DAS FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€);EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY IMPORTS INCLUDED IN DAS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY EXPORTS INCLUDED IN DAS (€);IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€);EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€)
201010;17;1/10/2010;1;4679,419694;520;355;49,5;4897,2;0;0;0;0;0;0;0;0;0;0;14236,95735;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;2;4312,465522;500;255;72;3966,6;0;0;0;0;0;0;0;0;0;0;14823,41236;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;3;4139,427373;500;230;72;2620,2;0;0;0;0;0;0;0;0;0;0;14946,51627;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;4;4056,788857;400;105;72;2620,2;0;0;0;0;0;0;0;0;0;0;15669,75889;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;5;4030,370393;360;70;72;2620,2;0;0;0;0;0;0;0;0;0;0;16106,6644;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;6;4154,234376;360;70;72;2620,2;0;0;0;0;0;0;0;0;0;0;15901,18447;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;7;4548,401294;425;155;80;2620,2;0;0;0;0;0;0;0;0;0;0;15377,12348;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;8;5103,993934;493;183;72;4695,009;0;0;0;0;0;0;0;0;0;0;14150,6444;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;9;5512,759239;475;175;72;5847,336;0;0;0;0;0;0;0;0;0;0;8755,082725;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;10;5991,829932;440;120;780,8;10764,1875;0;0;0;0;0;0;0;0;0;0;-3419,667971;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;11;6151,476278;455;120;780,8;13197,57833;0;0;0;0;0;0;0;0;0;0;-1090,563169;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;12;6231,793634;392;72;780,8;13300,47833;0;0;0;0;0;0;0;0;0;0;234,3660556;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;13;6274,352381;392;60;780,8;13310,27833;0;0;0;0;0;0;0;0;0;0;-1834,078281;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;14;6247,765164;392;57;780,8;13427,48633;0;0;0;0;0;0;0;0;0;0;1918,301408;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;15;5940,374748;392;55;72;12867,12233;0;0;0;0;0;0;0;0;0;0;8321,087087;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;16;5636,811577;392;57;72;12808,32233;0;0;0;0;0;0;0;0;0;0;8336,244104;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;17;5484,914494;425;90;72;12719,87733;0;0;0;0;0;0;0;0;0;0;8233,889427;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;18;5530,825056;500;112;72;12829,872;0;0;0;0;0;0;0;0;0;0;8347,938501;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;19;5747,197894;460;95;780;12700,27733;0;0;0;0;0;0;0;0;0;0;2114,012466;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;20;6448,258664;460;130;780;13151,32233;0;0;0;0;0;0;0;0;0;0;-4671,147815;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;21;6733,798725;500;180;780,8;13533,76733;0;0;0;0;0;0;0;0;0;0;-14893,57597;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;22;6127,528534;460;135;780;13468,189;0;0;0;0;0;0;0;0;0;0;-2543,594907;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;23;5531,758047;475;110;72;12423,264;0;0;0;0;0;0;0;0;0;0;5951,707942;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;24;5035,291843;455;228;72;9222,972;0;0;0;0;0;0;0;0;0;0;12799,17253;0;0;0;0;0;0;0;0;0;0
201010;17;1/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;1;4744,071372;455;190;72;6658,74;0;0;810,4051553;0;0;0;0;0;0;0;24347,23328;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;2;4427,022857;550;285;72;4831,2;0;0;739,1049609;0;0;0;0;0;0;0;25654,74641;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;3;4221,484246;550;270;72;4375,8;0;0;671,5387869;0;0;0;0;0;0;0;25872,20667;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;4;4123,121991;550;260;72;3702,6;0;0;639,5263697;0;0;0;0;0;0;0;25281,74097;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;5;4090,869542;550;240;72;3682,8;0;0;624,3693043;0;0;0;0;0;0;0;25980,43257;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;6;4113,142607;540;230;72;3663;0;0;627,9130652;0;0;0;0;0;0;0;26624,78883;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;7;4223,337606;550;240;72;3722,4;0;0;663,1485381;0;0;0;0;0;0;0;26953,04721;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;8;4412,380897;550;215;72;5392,2;0;0;712,7903953;0;0;0;0;0;0;0;25560,44595;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;9;4951,651333;550;210;72;6634,122;0;0;886,8877779;0;0;0;0;0;0;0;17199,53813;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;10;5518,441685;550;210;72;7159,357333;0;0;1092,356339;0;0;0;0;0;0;0;6497,491556;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;11;5825,347108;540;200;780;6385,810667;0;0;1208,524563;0;0;0;0;0;0;0;-4623,202525;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;12;6061,642011;540;190;780,8;855,5983333;0;0;1301,006728;0;0;0;0;0;0;0;-10320,49696;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;13;6211,256656;540;190;780,8;8009,589;0;0;1364,023401;0;0;0;0;0;0;0;-9537,991424;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;14;6149,693076;550;200;780,8;6591,855667;0;0;1342,13687;0;0;0;0;0;0;0;-11481,06835;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;15;5784,08409;550;200;780;6439,955667;0;0;1192,028711;0;0;0;0;0;0;0;-6049,892615;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;16;5352,732908;550;190;72;5886,010667;0;0;1022,678776;0;0;0;0;0;0;0;16997,3002;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;17;5155,759106;550;190;72;4837,272;0;0;951,2838181;0;0;0;0;0;0;0;16016,2591;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;18;5255,215944;550;190;72;4837,272;0;0;987,0100059;0;0;0;0;0;0;0;12411,21788;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;19;5486,393634;522;172;72;4788,410667;0;0;1065,804755;0;0;0;0;0;0;0;13553,39302;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;20;6164,963688;550;204;780,8;5922,924;0;0;1350,295704;0;0;0;0;0;0;0;-8791,488266;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;21;6427,631741;550;210;780,8;6966,852667;0;0;1466,620152;0;0;0;0;0;0;0;-8231,502945;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;22;5980,62145;550;229;72;6972,438667;0;0;1283,57601;0;0;0;0;0;0;0;12537,58281;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;23;5451,010664;550;210;72;5663,877333;0;0;1066,79086;0;0;0;0;0;0;0;13224,43679;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;24;5041,126892;550;245;72;4348,872;0;0;930,1789527;0;0;0;0;0;0;0;13551,77445;0;0;0;0;0;0;0;0;0;0
201010;17;2/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;1;4619,986016;535;230;0;5539,466667;0;0;612,6425822;0;0;0;0;0;0;0;-5093,488145;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;2;4231,687871;528;238;0;4890,6;0;0;520,3320764;0;0;0;0;0;0;0;31946,74864;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;3;4044,793579;440;125;0;4910,4;0;0;452,8509876;0;0;0;0;0;0;0;33644,29868;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;4;3937,348633;385;90;0;4910,4;0;0;422,4396359;0;0;0;0;0;0;0;37773,87712;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;5;3845,673686;345;75;0;3900,6;0;0;400,3571623;0;0;0;0;0;0;0;110157,8758;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;6;3860,117562;345;80;0;3583,8;0;0;404,3380077;0;0;0;0;0;0;0;109268,1251;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;7;3937,04117;345;80;0;3564;0;0;420,280047;0;0;0;0;0;0;0;108494,1951;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;8;4023,429602;345;80;0;3544,2;0;0;438,551076;0;0;0;0;0;0;0;107503,5654;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;9;4314,000914;395;100;0;3564;0;0;507,4474146;0;0;0;0;0;0;0;31940,88773;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;10;4789,20433;550;235;0;5144,799;0;0;657,447069;0;0;0;0;0;0;0;21473,6839;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;11;5262,136093;425;160;0;6185,322;0;0;765,7147878;0;0;0;0;0;0;0;20078,30816;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;12;5597,134754;410;115;0;6810,111;0;0;849,8124614;0;0;0;0;0;0;0;21248,23;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;13;5648,278197;410;115;0;5355,867;0;0;865,0981318;0;0;0;0;0;0;0;-9284,435584;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;14;5473,922045;410;120;0;5491,966667;0;0;815,0026605;0;0;0;0;0;0;0;19440,41457;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;15;5033,819489;550;255;0;4804,932;0;0;728,5237184;0;0;0;0;0;0;0;21180,85866;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;16;4741,225753;550;252;0;4249,872;0;0;649,3646009;0;0;0;0;0;0;0;21954,7091;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;17;4641,601139;550;240;0;4249,872;0;0;620,6557596;0;0;0;0;0;0;0;21486,74306;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;18;4734,012076;550;225;0;4417,71;0;0;640,4961719;0;0;0;0;0;0;0;20704,49031;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;19;5062,056518;550;230;0;4681,633333;0;0;729,4157791;0;0;0;0;0;0;0;16444,22288;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;20;5739,403732;550;255;0;5375,898;0;0;935,8757335;0;0;0;0;0;0;0;-22454,9828;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;21;6054,663409;550;285;0;5720,286;0;0;1046,787692;0;0;0;0;0;0;0;-22469,50369;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;22;5812,078759;550;285;0;5712,762;0;0;968,2105637;0;0;0;0;0;0;0;-22170,04105;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;23;5359,117938;550;285;0;504,105;0;0;829,6947974;0;0;0;0;0;0;0;9729,953798;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;24;4967,897912;550;285;0;405,28;0;0;718,6610831;0;0;0;0;0;0;0;21126,78558;0;0;0;0;0;0;0;0;0;0
201010;17;3/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;1;4499,035267;550;285;0;2481,732;0;0;0;0;0;0;0;0;0;0;4166,371725;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;2;4144,065622;518;408;0;2421,672;0;0;0;0;0;0;0;0;0;0;4265,976686;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;3;3925,442583;363;253;0;2421,672;0;0;0;0;0;0;0;0;0;0;7405,641879;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;4;3851,592065;308;198;0;2421,672;0;0;0;0;0;0;0;0;0;0;7640,293039;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;5;3867,598791;298;188;0;2421,672;0;0;0;0;0;0;0;0;0;0;7163,725857;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;6;3926,439111;297;188;0;2421,672;0;0;0;0;0;0;0;0;0;0;15644,72745;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;7;4408,303538;307;198;0;3523,212;0;0;0;0;0;0;0;0;0;0;18080,40417;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;8;5016,823118;427;298;0;6793,083;0;0;0;0;0;0;0;0;0;0;4503,158883;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;9;5452,9237;467;338;0;671,9733333;0;0;0;0;0;0;0;0;0;0;-20173,81941;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;10;5925,177167;310;179;0;6786,186;0;0;0;0;0;0;0;0;0;0;7921,674402;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;11;6140,917519;300;179;0;1232,713333;0;0;0;0;0;0;0;0;0;0;8451,099666;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;12;6296,106821;299;178;0;6697,779;0;0;0;0;0;0;0;0;0;0;9644,893376;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;13;6381,722519;299;178;0;6630,124667;0;0;0;0;0;0;0;0;0;0;7103,286991;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;14;6396,178671;309;178;0;6630,124667;0;0;0;0;0;0;0;0;0;0;10208,11868;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;15;6154,275656;309;178;0;11914,95433;0;0;0;0;0;0;0;0;0;0;8588,632248;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;16;5760,486924;309;178;0;12306,822;0;0;0;0;0;0;0;0;0;0;8872,196757;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;17;5557,500464;309;178;0;11800,272;0;0;0;0;0;0;0;0;0;0;8618,192897;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;18;5545,154767;540;411;0;11898,31067;0;0;0;0;0;0;0;0;0;0;-3950,700368;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;19;5771,349576;515;386;0;12137,43067;0;0;0;0;0;0;0;0;0;0;-5193,359734;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;20;6488,465239;537;408;0;13351,9;0;0;0;0;0;0;0;0;0;0;-14859,68745;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;21;6753,838251;541;414;0;13634,73333;0;0;0;0;0;0;0;0;0;0;-16577,30825;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;22;6287,669568;541;427;0;13472,8;0;0;0;0;0;0;0;0;0;0;-16144,44357;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;23;5637,474185;541;427;0;12147,52467;0;0;0;0;0;0;0;0;0;0;-1632,27762;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;24;5092,086618;506;368;0;8814,3;0;0;0;0;0;0;0;0;0;0;10911,31003;0;0;0;0;0;0;0;0;0;0
201010;17;4/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;1;4633,432326;517;379;72;5035,8;0;0;121,8548267;0;0;0;0;0;0;0;10548,63184;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;2;4358,706505;555;392;49,5;3484,8;0;0;109,4616761;0;0;0;0;0;0;0;15151,93962;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;3;4212,833487;539;396;72;3465;0;0;103,0214665;0;0;0;0;0;0;0;16660,77689;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;4;4159,014416;369;203;72;3504,6;0;0;92,28261343;0;0;0;0;0;0;0;16392,7462;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;5;4122,716532;314;203;72;3484,8;0;0;90,7531702;0;0;0;0;0;0;0;16609,60121;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;6;4231,049014;314;203;72;3445,2;0;0;95,35570274;0;0;0;0;0;0;0;17875,25848;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;7;4649,172438;354;243;80;3326,4;0;0;116,0778098;0;0;0;0;0;0;0;18107,91704;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;8;5219,114234;524;341;72;5975,772;0;0;149,9384859;0;0;0;0;0;0;0;2945,295213;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;9;5658,017472;475;260;72;1162,613333;0;0;169,8627606;0;0;0;0;0;0;0;6799,066265;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;10;6128,120541;283;162;72;12638,21067;0;0;191,8949865;0;0;0;0;0;0;0;4738,939415;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;11;6317,322476;282;161;72;11743,91167;0;0;203,5498642;0;0;0;0;0;0;0;5974,281205;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;12;6448,186429;264;143;72;12353,32467;0;0;210,70405;0;0;0;0;0;0;0;4693,742852;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;13;6501,330318;264;143;72;12882,52467;0;0;214,1155072;0;0;0;0;0;0;0;7619,199823;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;14;6488,554029;264;143;49,5;12882,52467;0;0;213,2928595;0;0;0;0;0;0;0;6997,57512;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;15;6146,683835;264;143;72;6375,324667;0;0;191,8683419;0;0;0;0;0;0;0;6997,350484;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;16;5787,320789;286;165;72;6232,479;0;0;171,8376597;0;0;0;0;0;0;0;5888,088578;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;17;5612,518565;286;165;72;6144,072;0;0;161,8931195;0;0;0;0;0;0;0;5232,931088;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;18;5700,444997;386;217;65,7;6140,810667;0;0;169,8298992;0;0;0;0;0;0;0;5292,677551;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;19;5992,767395;351;190;780,8;12433,064;0;0;185,4007591;0;0;0;0;0;0;0;-11404,41007;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;20;6743,118497;427;283;780,8;13358,58333;0;0;239,428934;0;0;0;0;0;0;0;-10581,53696;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;21;6987,125637;543;381;788;14474,73333;0;0;263,3053826;0;0;0;0;0;0;0;-42186,48356;0;0;0;0;0;9200;0;0;0;0
201010;17;5/10/2010;22;6398,54527;438;304;780,8;14526,16667;0;0;217,883932;0;0;0;0;0;0;0;-9684,252849;0;0;0;0;0;9101,2;0;0;0;0
201010;17;5/10/2010;23;5721,555271;407;261;72;12563,73067;0;0;173,5877729;0;0;0;0;0;0;0;6345,671354;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;24;5167,113264;440;259;40,8;10862,412;0;0;142,7984199;0;0;0;0;0;0;0;8379,243078;0;0;0;0;0;0;0;0;0;0
201010;17;5/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;1;4692,098778;495;309;61,2;5279,472;0;0;117,653289;0;0;0;0;0;0;0;10524,1365;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;2;4422,143581;556;406;61,2;3963,96;0;0;109,6562933;0;0;0;0;0;0;0;11898,31998;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;3;4239,906693;563;413;61,2;4392,3;0;0;101,8408217;0;0;0;0;0;0;0;12816,16699;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;4;4133,375235;487;338;38,7;4184,4;0;0;94,04927279;0;0;0;0;0;0;0;13489,09162;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;5;4157,917403;292;143;38,7;4204,2;0;0;87,01525797;0;0;0;0;0;0;0;13683,07557;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;6;4224,439541;292;143;38,7;4342,8;0;0;89,72779822;0;0;0;0;0;0;0;14421,71792;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;7;4677,353958;503;404;80;5550,6;0;0;121,459672;0;0;0;0;0;0;0;13407,43775;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;8;5309,763609;442;213;72;5432,196;0;0;143,4782651;0;0;0;0;0;0;0;5229,091419;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;9;5696,98227;569;370;788;9727,610667;0;0;173,1484703;0;0;0;0;0;0;0;-4628,444119;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;10;6216,237973;307;158;61,2;13653,36;0;0;191,1303935;0;0;0;0;0;0;0;3202,1616;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;11;6430,684877;287;138;61,2;14340,30733;0;0;202,9691641;0;0;0;0;0;0;0;4177,051902;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;12;6576,735335;307;158;61,2;15414,35467;0;0;213,3606247;0;0;0;0;0;0;0;2853,707138;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;13;6635,836816;307;158;61,2;14891,296;0;0;217,1217996;0;0;0;0;0;0;0;2867,801395;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;14;6596,530967;358;209;61,2;10830,53533;0;0;217,8699012;0;0;0;0;0;0;0;1465,125571;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;15;6307,873891;307;158;61,2;9741,543;0;0;196,6652677;0;0;0;0;0;0;0;3512,487659;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;16;5892,822302;227;158;61,2;9083,844;0;0;172,2273049;0;0;0;0;0;0;0;5248,421165;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;17;5727,688333;274;158;61,2;8529,444;0;0;162,9550146;0;0;0;0;0;0;0;3598,548099;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;18;5789,722761;540;341;780;10948,13533;0;0;176,8058222;0;0;0;0;0;0;0;-6434,640575;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;19;5977,427338;541;417;65,7;13006,13533;0;0;192,34306;0;0;0;0;0;0;0;3003,235596;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;20;6683,043634;541;417;712,48;12610,68333;0;0;237,1347731;0;0;0;0;0;0;0;-16132,05536;0;0;0;0;0;4550,9;0;0;0;0
201010;17;6/10/2010;21;6859,563598;541;442;712,48;13125,63333;0;0;250,7869608;0;0;0;0;0;0;0;-13041,30616;0;0;0;0;0;9101,8;0;0;0;0
201010;17;6/10/2010;22;6383,850544;541;421;72;12750,40433;0;0;217,8263378;0;0;0;0;0;0;0;2855,555855;0;0;0;0;0;13652,25;0;0;0;0
201010;17;6/10/2010;23;5694,327552;541;342;72;9307,974667;0;0;171,4031519;0;0;0;0;0;0;0;8677,165763;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;24;5147,062682;548;335;36,55;8875,944;0;0;141,3712837;0;0;0;0;0;0;0;12191,53499;0;0;0;0;0;0;0;0;0;0
201010;17;6/10/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;1;4711,566541;548;304;0;5952,672;0;0;117,6702246;0;0;0;0;0;0;0;7354,181458;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;2;4424,302689;468;315;0;4045,272;0;0;105,0643755;0;0;0;0;0;0;0;11195,29934;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;3;4250,476445;445;240;0;4065,072;0;0;94,32165984;0;0;0;0;0;0;0;15570,17349;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;4;4175,738455;307;154;0;4045,272;0;0;87,68996874;0;0;0;0;0;0;0;15659,8532;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;5;4161,558122;247;144;0;4045,272;0;0;86,71325764;0;0;0;0;0;0;0;15825,23237;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;6;4284,220482;313;144;0;4045,272;0;0;91,72443859;0;0;0;0;0;0;0;15847,31307;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;7;4671,249817;419;314;0;3966,072;0;0;116,2520023;0;0;0;0;0;0;0;11330,20297;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;8;5277,433294;542;330;0;5185,719;0;0;147,0804064;0;0;0;0;0;0;0;-149,5449803;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;9;5734,200969;581;386;0;715,8933333;0;0;175,2096234;0;0;0;0;0;0;0;-26279,49415;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;10;6232,559916;324;210;0;10155,02133;0;0;194,1527391;0;0;0;0;0;0;0;8733,217986;0;0;0;0;0;0;0;0;0;0
201010;17;7/10/2010;11;6420,786053;324;210;0;10194,22133;0;0;205,6632148;0;0;0;0;0;0;0;7650,270475;0;0;0;0;0;0;0;0;0;0
