MONTH;VERSION;DATE;HOUR;SETTLED ENERGY SUPPLIED TO CUSTOMERS FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);SCHEDULED NET EXPORT ENERGY FOR ALL LOAD REPRESENTATIVES (MWh);REMUNERATION FOR SYSTEM PRIMARY CONTROL (€);REMUNERATION FOR SYSTEM SECONDARY CONTROL (€);REMUNERATION FOR SYSTEM TERTIARY CONTROL FROM NON-SPINNING UNITS (€);REMUNERATION FOR STANDING ENERGY RESERVE (€);REMUNERATION FOR DESYNCHRONIZATION OF DISPATCHABLE UNITS AFTER A DISPATCH ORDER (€);REMUNERATION FOR BLACK START (€);ADDITIONAL COST FOR NATURAL GAS PROVISION (€);REMUNERATION FOR CONTRACTED UNITS (€);REMUNERATION FOR EMERGENCY RESERVE UNITS (€);REMUNERATION FOR EMERGENCY IMPORTS (€);REMUNERATION FOR EMERGENCY EXPORTS (€);REMUNERATION FOR CROSS-BORDER MECHANISM (€);REMUNERATION FOR PRODUCTION UNITS COST RECOVERY MECHANISM (€);AMOUNT IN DAS FOR PRODUCTION FROM CONTRACTED UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM CONTRACTED UNITS (€);AMOUNT IN DAS FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);GENERATION REMUNERATION BALANCE FOR PRODUCTION FROM EMERGENCY RESERVE UNITS (€);IMPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY IMPORTS (€);EXPORT DEVIATION CHARGE OR CREDIT THAT CORRESPONDS TO EMERGENCY EXPORTS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY IMPORTS INCLUDED IN DAS (€);AMOUNT IN DAS FOR RETURN OF EMERGENCY EXPORTS INCLUDED IN DAS (€);IMPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€);EXPORT DEVIATION CREDIT OR DEBIT DUE TO RETURN EMERGENCY PROGRAMS (€)
201011;10;16/11/2010;17;5755,585749;476;146;72;5108,915205;0;0;0;0;0;0;0;0;0;0;24349,48496;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;18;6415,453951;467;45;72;5621,635;0;0;0;0;0;0;0;0;0;0;1650,510592;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;19;6867,916602;500;94;72;5987,453125;0;0;0;0;0;0;0;0;0;0;1411,241681;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;20;6926,449999;481;90;72;6076,5425;0;0;0;0;0;0;0;0;0;0;1641,606696;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;21;6829,970118;477;70;72;6131,1475;0;0;0;0;0;0;0;0;0;0;7491,683082;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;22;6366,411388;485;140;72;6094,31975;0;0;0;0;0;0;0;0;0;0;8984,355904;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;23;5763,46521;500;155;72;5459,575973;0;0;0;0;0;0;0;0;0;0;9868,013165;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;24;5289,441613;501;162;72;5045,6;0;0;0;0;0;0;0;0;0;0;23906,55605;0;0;0;0;0;0;0;0;0;0
201011;10;16/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;1;4817,483432;490;141;49,5;5532,280875;0;0;0;0;0;0;0;0;0;0;11877,9837;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;2;4502,935496;500;161;49,5;5855;0;0;0;0;0;0;0;0;0;0;26845,03156;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;3;4353,573034;410;185;72;6119,626667;0;0;0;0;0;0;0;0;0;0;32556,46816;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;4;4276,064418;450;185;72;5886,6588;0;0;0;0;0;0;0;0;0;0;34335,24601;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;5;4220,441789;358;183;72;6093,45;0;0;0;0;0;0;0;0;0;0;33973,1615;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;6;4322,076658;333;158;72;6093,45;0;0;0;0;0;0;0;0;0;0;34408,09238;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;7;4749,150783;433;193;72;2922,240255;0;0;0;0;0;0;0;0;0;0;32457,02225;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;8;5337,605395;482;160;72;5984,17278;0;0;0;0;0;0;0;0;0;0;3731,793698;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;9;5797,743854;500;118;72;5698,735207;0;0;0;0;0;0;0;0;0;0;3851,289566;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;10;6221,592899;443;68;72;5703,555664;0;0;0;0;0;0;0;0;0;0;-43498,18985;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;11;6343,681054;420;68;72;5974,5;0;0;0;0;0;0;0;0;0;0;4171,229872;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;12;6423,283832;435;160;68;5947,315094;0;0;0;0;0;0;0;0;0;0;4116,058572;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;13;6504,910836;435;160;68;5952,9;0;0;0;0;0;0;0;0;0;0;4287,561816;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;14;6483,546399;383;68;72;5952,9;0;0;0;0;0;0;0;0;0;0;4551,310716;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;15;6219,271607;455;160;68;5952,9;0;0;0;0;0;0;0;0;0;0;4416,389446;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;16;5990,097021;455;160;68;5848,027263;0;0;0;0;0;0;0;0;0;0;3908,765023;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;17;6006,70551;455;160;68;5558,617268;0;0;0;0;0;0;0;0;0;0;3963,315332;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;18;6384,682312;460;68;68;8229,767543;0;0;0;0;0;0;0;0;0;0;-720,8470894;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;19;6797,80572;500;93;68;5617,651383;0;0;0;0;0;0;0;0;0;0;54,5944561;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;20;6872,081264;500;80;68;4695,20128;0;0;0;0;0;0;0;0;0;0;2360,77847;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;21;6777,342829;482;160;68;4989,578818;0;0;0;0;0;0;0;0;0;0;2878,766629;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;22;6376,056168;482;160;68;4941,55415;0;0;0;0;0;0;0;0;0;0;3846,890559;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;23;5754,606767;500;163;68;4607,836108;0;0;0;0;0;0;0;0;0;0;4376,583319;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;24;5246,008049;428;179;68;1851,907463;0;0;0;0;0;0;0;0;0;0;12462,53927;0;0;0;0;0;0;0;0;0;0
201011;10;17/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;1;4767,389315;490;140;68;4168,06052;0;0;488,7654389;0;0;0;0;0;0;0;39980,99241;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;2;4431,874023;425;85;68;5102,81006;0;0;414,0715758;0;0;0;0;0;0;0;36683,75599;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;3;4326,23513;460;120;68;5151,46;0;0;401,2216082;0;0;0;0;0;0;0;35586,70633;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;4;4195,331676;393;50;68;3976,476932;0;0;365,7823243;0;0;0;0;0;0;0;35932,2052;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;5;4131,883586;333;30;68;2990,539985;0;0;351,5437;0;0;0;0;0;0;0;35622,89622;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;6;4254,223202;333;30;68;2866,05;0;0;372,5148933;0;0;0;0;0;0;0;35536,9724;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;7;4701,958192;433;102;72;4247,005773;0;0;468,3795243;0;0;0;0;0;0;0;38042,61262;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;8;5321,67534;413;105;72;5009,745263;0;0;597,6778248;0;0;0;0;0;0;0;27218,54485;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;9;5722,615176;487;105;72;5212,499424;0;0;689,2570137;0;0;0;0;0;0;0;25626,57348;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;10;6061,175135;320;0;72;5902,953963;0;0;745,6124118;0;0;0;0;0;0;0;10536,66951;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;11;6119,232602;301;20;72;6060,699291;0;0;764,9404714;0;0;0;0;0;0;0;26559,92302;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;12;6192,346972;260;20;72;6064,783333;0;0;783,268878;0;0;0;0;0;0;0;13247,92249;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;13;6215,510982;270;20;72;6064,783333;0;0;789,1209251;0;0;0;0;0;0;0;25737,19655;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;14;6188,309603;270;20;72;6578,373333;0;0;782,2511248;0;0;0;0;0;0;0;13309,21086;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;15;5910,954742;300;20;72;5181,749895;0;0;713,918577;0;0;0;0;0;0;0;26937,66127;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;16;5718,422119;320;20;72;5213,333333;0;0;668,3199825;0;0;0;0;0;0;0;31228,88931;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;17;5762,197273;300;20;72;5213,333333;0;0;678,5553391;0;0;0;0;0;0;0;27116,80976;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;18;6453,050441;307;30;72;4909,758828;0;0;853,0181346;0;0;0;0;0;0;0;9157,505374;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;19;6892,00609;392;50;72;6466,1577;0;0;978,0688862;0;0;0;0;0;0;0;4414,42765;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;20;6909,637296;375;65;72;6326,18275;0;0;987,2854086;0;0;0;0;0;0;0;4044,347043;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;21;6835,256508;352;70;72;6325;0;0;967,7408963;0;0;0;0;0;0;0;4220,528113;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;22;6369,345025;485;51;68;7170,900535;0;0;836,5967974;0;0;0;0;0;0;0;2082,833016;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;23;5796,536328;451;85;68;5401,561329;0;0;702,070994;0;0;0;0;0;0;0;9658,209025;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;24;5322,285581;493;115;68;3981,0148;0;0;600,0172701;0;0;0;0;0;0;0;11074,70945;0;0;0;0;0;0;0;0;0;0
201011;10;18/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;1;4810,378212;492;136;49,5;2752,687872;0;0;1225,983164;0;0;0;0;0;0;0;27931,22947;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;2;4499,648275;500;148;72;2905;0;0;1082,371562;0;0;0;0;0;0;0;27191,18064;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;3;4334,911673;467;145;72;2989,078768;0;0;1005,654423;0;0;0;0;0;0;0;27854,77879;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;4;4214,326738;445;85;72;3097,05;0;0;926,2127785;0;0;0;0;0;0;0;29365,96006;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;5;4212,951202;280;85;72;3097,05;0;0;925,6202042;0;0;0;0;0;0;0;28802,68931;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;6;4323,125537;393;85;72;3097,05;0;0;973,6834165;0;0;0;0;0;0;0;29438,00948;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;7;4779,19845;500;105;72;3528,24846;0;0;1195,353804;0;0;0;0;0;0;0;30514,32255;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;8;5393,158591;452;60;72;4170,890202;0;0;1490,068115;0;0;0;0;0;0;0;10950,31106;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;9;5765,824881;500;60;72;5600,740446;0;0;1700,688273;0;0;0;0;0;0;0;9744,892529;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;10;6124,246731;330;45;72;7156,447021;0;0;1907,102979;0;0;0;0;0;0;0;10610,87446;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;11;6088,416725;422;60;72;5066,630433;0;0;1894,246335;0;0;0;0;0;0;0;4547,282806;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;12;6103,716006;428;60;72;5684,882268;0;0;1903,685079;0;0;0;0;0;0;0;10735,10436;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;13;6112,866318;345;60;72;5649,333333;0;0;1909,341485;0;0;0;0;0;0;0;11084,81362;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;14;6115,047012;307;60;41,4;5649,333333;0;0;1910,690753;0;0;0;0;0;0;0;11091,25228;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;15;5904,127987;424;69;72;6507,708643;0;0;1787,777661;0;0;0;0;0;0;0;10536,42232;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;16;5742,510418;446;91;72;7272,270225;0;0;1705,178393;0;0;0;0;0;0;0;20684,2842;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;17;5852,457022;500;95;72;7250,7006;0;0;1772,443867;0;0;0;0;0;0;0;3439,558074;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;18;6535,081048;471;99;72;5526,020665;0;0;2205,318959;0;0;0;0;0;0;0;8109,368811;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;19;6904,990253;500;193;72;7342,68875;0;0;2524,530735;0;0;0;0;0;0;0;8305,790296;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;20;6921,588119;502;169;72;8083,01416;0;0;2519,268071;0;0;0;0;0;0;0;-33211,03211;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;21;6751,239498;425;60;72;7612,2905;0;0;2324,674586;0;0;0;0;0;0;0;8129,558829;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;22;6294,86185;442;45;41,4;7074,335;0;0;2014,046318;0;0;0;0;0;0;0;14129,48922;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;23;5725,110223;452;60;41,4;3847,598723;0;0;1677,000303;0;0;0;0;0;0;0;16528,90071;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;24;5236,637079;447;85;41,4;1185,807472;0;0;1419,058738;0;0;0;0;0;0;0;734,2969099;0;0;0;0;0;0;0;0;0;0
201011;10;19/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;1;4909,381086;465;50;72;7708,338356;0;0;0;0;0;0;0;0;0;0;30314,64938;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;2;4573,43968;445;123;72;6094,575986;0;0;0;0;0;0;0;0;0;0;30545,56805;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;3;4405,28532;445;123;72;6365;0;0;0;0;0;0;0;0;0;0;29590,58187;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;4;4229,966728;405;113;72;6528,333333;0;0;0;0;0;0;0;0;0;0;28473,7735;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;5;4176,845498;325;83;72;6096,006528;0;0;0;0;0;0;0;0;0;0;29418,32154;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;6;4206,490837;295;83;72;6093,45;0;0;0;0;0;0;0;0;0;0;30041,87218;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;7;4372,447745;350;88;72;8939,657506;0;0;0;0;0;0;0;0;0;0;31244,77987;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;8;4567,205403;455;91;72;8767,251323;0;0;0;0;0;0;0;0;0;0;26774,96649;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;9;5069,03642;357;60;41,4;6094,985054;0;0;0;0;0;0;0;0;0;0;20994,3611;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;10;5496,726277;344;83;72;5596,129583;0;0;0;0;0;0;0;0;0;0;18135,01844;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;11;5762,551682;340;79;72;4850,037234;0;0;0;0;0;0;0;0;0;0;21776,03857;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;12;5899,285961;350;85;41,4;4885,363133;0;0;0;0;0;0;0;0;0;0;21683,28999;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;13;6018,314852;335;70;41,4;3410,103143;0;0;0;0;0;0;0;0;0;0;24538,43566;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;14;6002,805648;355;88;72;3193,01626;0;0;0;0;0;0;0;0;0;0;24994,77047;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;15;5686,701275;370;103;72;3281,124344;0;0;0;0;0;0;0;0;0;0;23590,92305;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;16;5489,403961;340;85;72;5056,209383;0;0;0;0;0;0;0;0;0;0;12568,12853;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;17;5645,761944;340;85;72;3507,862318;0;0;0;0;0;0;0;0;0;0;21626,42146;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;18;6307,58243;397;85;72;6038,923949;0;0;0;0;0;0;0;0;0;0;8453,949093;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;19;6768,089284;452;130;72;5482,118518;0;0;0;0;0;0;0;0;0;0;5110,868471;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;20;6733,001299;500;188;72;3556,5;0;0;0;0;0;0;0;0;0;0;8909,237957;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;21;6508,361247;500;181;72;4225,92185;0;0;0;0;0;0;0;0;0;0;8450,096948;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;22;6116,137042;442;123;72;5181,595229;0;0;0;0;0;0;0;0;0;0;8070,320388;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;23;5640,036294;427;90;72;3549,871841;0;0;0;0;0;0;0;0;0;0;8430,811487;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;24;5225,8891;390;110;41,4;4315,114501;0;0;0;0;0;0;0;0;0;0;8001,871443;0;0;0;0;0;0;0;0;0;0
201011;10;20/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;1;4762,273542;440;133;49,5;4884,61846;0;0;0;0;0;0;0;0;0;0;25349,96232;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;2;4399,907211;300;75;41,4;3636,687283;0;0;0;0;0;0;0;0;0;0;22356,5312;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;3;4249,379448;300;75;41,4;3720;0;0;0;0;0;0;0;0;0;0;25947,52441;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;4;4116,22709;195;75;72;4828,695;0;0;0;0;0;0;0;0;0;0;27651,74036;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;5;4027,871087;195;75;72;3717,45;0;0;0;0;0;0;0;0;0;0;30735,37656;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;6;4033,946018;195;75;72;3717,45;0;0;0;0;0;0;0;0;0;0;30890,29975;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;7;4085,817631;195;75;72;3717,45;0;0;0;0;0;0;0;0;0;0;29681,85633;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;8;4071,364146;300;75;72;3117,865352;0;0;0;0;0;0;0;0;0;0;26337,66136;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;9;4425,158972;300;75;72;3413,374728;0;0;0;0;0;0;0;0;0;0;26745,19244;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;10;4806,204911;300;75;72;4137,469875;0;0;0;0;0;0;0;0;0;0;20288,67234;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;11;5101,109818;300;75;72;4025,19375;0;0;0;0;0;0;0;0;0;0;20099,86656;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;12;5383,498958;300;75;72;3946,5009;0;0;0;0;0;0;0;0;0;0;25663,88781;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;13;5531,321243;300;75;41,4;3773,683325;0;0;0;0;0;0;0;0;0;0;25620,15528;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;14;5358,626231;300;75;72;3842,175;0;0;0;0;0;0;0;0;0;0;25062,83273;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;15;4956,610631;300;75;72;3084,059737;0;0;0;0;0;0;0;0;0;0;22908,7478;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;16;4788,702395;300;75;72;3332,335275;0;0;0;0;0;0;0;0;0;0;25052,24795;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;17;4936,820451;300;75;72;3388,264295;0;0;0;0;0;0;0;0;0;0;18245,75257;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;18;5653,404679;300;75;72;5159,986845;0;0;0;0;0;0;0;0;0;0;17226,20389;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;19;6169,265197;310;85;72;5240,415833;0;0;0;0;0;0;0;0;0;0;12638,06856;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;20;6190,220074;310;85;72;5356,778333;0;0;0;0;0;0;0;0;0;0;12434,76249;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;21;6114,964304;310;85;72;5397,182717;0;0;0;0;0;0;0;0;0;0;11246,89515;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;22;5860,701522;310;85;72;2711,540247;0;0;0;0;0;0;0;0;0;0;11157,99653;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;23;5451,153033;300;75;72;1388,78557;0;0;0;0;0;0;0;0;0;0;10861,95715;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;24;5074,368702;300;75;72;4516,129775;0;0;0;0;0;0;0;0;0;0;19814,16252;0;0;0;0;0;0;0;0;0;0
201011;10;21/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;1;4577,746968;300;75;18,9;3103,826055;0;0;0;0;0;0;0;0;0;0;19792,43033;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;2;4154,184903;315;90;72;3482,654991;0;0;0;0;0;0;0;0;0;0;21297,24579;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;3;4079,782017;315;90;72;3601,666667;0;0;0;0;0;0;0;0;0;0;22152,94678;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;4;3976,242515;225;50;72;3565,65;0;0;0;0;0;0;0;0;0;0;22300,237;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;5;3931,121541;225;50;72;3565,65;0;0;0;0;0;0;0;0;0;0;22714,95374;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;6;4045,776803;225;50;72;3565,65;0;0;0;0;0;0;0;0;0;0;23309,71556;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;7;4522,002576;315;90;72;5000,318026;0;0;0;0;0;0;0;0;0;0;25987,89861;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;8;5232,750663;377;75;72;5646,356628;0;0;0;0;0;0;0;0;0;0;4074,57894;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;9;5656,669487;407;75;72;7124,290833;0;0;0;0;0;0;0;0;0;0;4227,494376;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;10;6071,347708;330;75;72;7512,463127;0;0;0;0;0;0;0;0;0;0;10597,61247;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;11;6150,768668;330;75;72;6753,953617;0;0;0;0;0;0;0;0;0;0;11026,89264;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;12;6222,288363;330;75;72;5455,005185;0;0;0;0;0;0;0;0;0;0;11374,68297;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;13;6312,386342;330;75;72;5319,268518;0;0;0;0;0;0;0;0;0;0;11326,98847;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;14;6336,488309;330;75;41,4;5404,333333;0;0;0;0;0;0;0;0;0;0;20134,43016;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;15;6106,318295;330;75;41,4;5291,833333;0;0;0;0;0;0;0;0;0;0;5708,978999;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;16;5887,306669;330;75;41,4;5283,499052;0;0;0;0;0;0;0;0;0;0;19802,7174;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;17;5994,413498;330;75;41,4;5269,500595;0;0;0;0;0;0;0;0;0;0;24646,49257;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;18;6543,342919;377;75;72;5002,592833;0;0;0;0;0;0;0;0;0;0;10948,50582;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;19;6849,728358;377;75;72;7620,7625;0;0;0;0;0;0;0;0;0;0;19681,26651;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;20;6877,712424;377;75;72;5356,743285;0;0;0;0;0;0;0;0;0;0;10711,54431;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;21;6805,802179;377;75;72;5053,88655;0;0;0;0;0;0;0;0;0;0;5446,997389;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;22;6395,578902;377;75;72;4673,51;0;0;0;0;0;0;0;0;0;0;19637,84833;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;23;5718,705699;377;75;72;3126,600182;0;0;0;0;0;0;0;0;0;0;3556,937216;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;24;5247,841625;330;90;41,4;2515,912957;0;0;0;0;0;0;0;0;0;0;18204,37939;0;0;0;0;0;0;0;0;0;0
201011;10;22/11/2010;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201011;10;23/11/2010;1;4715,211813;455;170;41,4;2853,360993;0;0;0;0;0;0;0;0;0;0;24194,33402;0;0;0;0;0;0;0;0;0;0
201011;10;23/11/2010;2;4436,626713;445;175;72;3321,602667;0;0;0;0;0;0;0;0;0;0;25389,84211;0;0;0;0;0;0;0;0;0;0
201011;10;23/11/2010;3;4346,180971;380;125;72;3301,666667;0;0;0;0;0;0;0;0;0;0;26767,37257;0;0;0;0;0;0;0;0;0;0
201011;10;23/11/2010;4;4212,285048;325;70;72;2793,212366;0;0;0;0;0;0;0;0;0;0;28532,96919;0;0;0;0;0;0;0;0;0;0
201011;10;23/11/2010;5;4155,215798;282;50;72;2826,45;0;0;0;0;0;0;0;0;0;0;28622,21031;0;0;0;0;0;0;0;0;0;0
